case,source,midpoint_seconds,ibi_seconds
gtzan_blues_00023,Fixed Semi-Markov,5.440000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,6.050000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,6.670000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,7.290000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,7.910000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,8.530000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,9.140000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,9.740000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,10.340000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,10.950000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,11.560000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,12.180000000,0.640000000
gtzan_blues_00023,Fixed Semi-Markov,12.810000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,13.440000000,0.640000000
gtzan_blues_00023,Fixed Semi-Markov,14.080000000,0.640000000
gtzan_blues_00023,Fixed Semi-Markov,14.700000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,15.310000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,15.910000000,0.580000000
gtzan_blues_00023,Fixed Semi-Markov,16.510000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,17.130000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,17.740000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,18.350000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,18.960000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,19.560000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,20.160000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,20.770000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,21.390000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,22.020000000,0.640000000
gtzan_blues_00023,Fixed Semi-Markov,22.650000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,23.270000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,23.890000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,24.500000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,25.110000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,25.720000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,26.320000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,26.920000000,0.600000000
gtzan_blues_00023,Fixed Semi-Markov,27.530000000,0.620000000
gtzan_blues_00023,Fixed Semi-Markov,28.140000000,0.600000000
gtzan_blues_00023,DBN,0.500000000,0.600000000
gtzan_blues_00023,DBN,1.100000000,0.600000000
gtzan_blues_00023,DBN,1.710000000,0.620000000
gtzan_blues_00023,DBN,2.330000000,0.620000000
gtzan_blues_00023,DBN,2.950000000,0.620000000
gtzan_blues_00023,DBN,3.570000000,0.620000000
gtzan_blues_00023,DBN,4.200000000,0.640000000
gtzan_blues_00023,DBN,4.830000000,0.620000000
gtzan_blues_00023,DBN,5.440000000,0.600000000
gtzan_blues_00023,DBN,6.050000000,0.620000000
gtzan_blues_00023,DBN,6.680000000,0.640000000
gtzan_blues_00023,DBN,7.300000000,0.600000000
gtzan_blues_00023,DBN,7.910000000,0.620000000
gtzan_blues_00023,DBN,8.530000000,0.620000000
gtzan_blues_00023,DBN,9.130000000,0.580000000
gtzan_blues_00023,DBN,9.730000000,0.620000000
gtzan_blues_00023,DBN,10.340000000,0.600000000
gtzan_blues_00023,DBN,10.940000000,0.600000000
gtzan_blues_00023,DBN,11.560000000,0.640000000
gtzan_blues_00023,DBN,12.190000000,0.620000000
gtzan_blues_00023,DBN,12.810000000,0.620000000
gtzan_blues_00023,DBN,13.440000000,0.640000000
gtzan_blues_00023,DBN,14.070000000,0.620000000
gtzan_blues_00023,DBN,14.690000000,0.620000000
gtzan_blues_00023,DBN,15.310000000,0.620000000
gtzan_blues_00023,DBN,15.910000000,0.580000000
gtzan_blues_00023,DBN,16.520000000,0.640000000
gtzan_blues_00023,DBN,17.140000000,0.600000000
gtzan_blues_00023,DBN,17.740000000,0.600000000
gtzan_blues_00023,DBN,18.340000000,0.600000000
gtzan_blues_00023,DBN,18.940000000,0.600000000
gtzan_blues_00023,DBN,19.550000000,0.620000000
gtzan_blues_00023,DBN,20.160000000,0.600000000
gtzan_blues_00023,DBN,20.770000000,0.620000000
gtzan_blues_00023,DBN,21.390000000,0.620000000
gtzan_blues_00023,DBN,22.010000000,0.620000000
gtzan_blues_00023,DBN,22.640000000,0.640000000
gtzan_blues_00023,DBN,23.260000000,0.600000000
gtzan_blues_00023,DBN,23.870000000,0.620000000
gtzan_blues_00023,DBN,24.490000000,0.620000000
gtzan_blues_00023,DBN,25.110000000,0.620000000
gtzan_blues_00023,DBN,25.710000000,0.580000000
gtzan_blues_00023,DBN,26.310000000,0.620000000
gtzan_blues_00023,DBN,26.920000000,0.600000000
gtzan_blues_00023,DBN,27.530000000,0.620000000
gtzan_blues_00023,DBN,28.140000000,0.600000000
gtzan_blues_00023,DBN,28.750000000,0.620000000
gtzan_blues_00023,DBN,29.370000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),0.495000000,0.590000000
gtzan_blues_00023,PLPDP (30-300 BPM),1.095000000,0.610000000
gtzan_blues_00023,PLPDP (30-300 BPM),1.710000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),2.330000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),2.950000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),3.570000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),4.200000000,0.640000000
gtzan_blues_00023,PLPDP (30-300 BPM),4.830000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),5.440000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),6.050000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),6.670000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),7.290000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),7.910000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),8.530000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),9.140000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),9.740000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),10.340000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),10.945000000,0.610000000
gtzan_blues_00023,PLPDP (30-300 BPM),11.555000000,0.610000000
gtzan_blues_00023,PLPDP (30-300 BPM),12.180000000,0.640000000
gtzan_blues_00023,PLPDP (30-300 BPM),12.810000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),13.440000000,0.640000000
gtzan_blues_00023,PLPDP (30-300 BPM),14.080000000,0.640000000
gtzan_blues_00023,PLPDP (30-300 BPM),14.700000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),15.305000000,0.610000000
gtzan_blues_00023,PLPDP (30-300 BPM),15.910000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),16.515000000,0.610000000
gtzan_blues_00023,PLPDP (30-300 BPM),17.130000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),17.740000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),18.350000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),18.960000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),19.560000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),20.160000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),20.770000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),21.390000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),22.020000000,0.640000000
gtzan_blues_00023,PLPDP (30-300 BPM),22.650000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),23.270000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),23.890000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),24.500000000,0.600000000
gtzan_blues_00023,PLPDP (30-300 BPM),25.110000000,0.620000000
gtzan_blues_00023,PLPDP (30-300 BPM),25.570000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),25.870000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),26.170000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),26.470000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),26.770000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),27.070000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),27.380000000,0.320000000
gtzan_blues_00023,PLPDP (30-300 BPM),27.690000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),27.990000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),28.290000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),28.600000000,0.320000000
gtzan_blues_00023,PLPDP (30-300 BPM),28.910000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),29.200000000,0.280000000
gtzan_blues_00023,PLPDP (30-300 BPM),29.490000000,0.300000000
gtzan_blues_00023,PLPDP (30-300 BPM),29.795000000,0.310000000
gtzan_blues_00023,CASM,0.500000000,0.600000000
gtzan_blues_00023,CASM,1.100000000,0.600000000
gtzan_blues_00023,CASM,1.710000000,0.620000000
gtzan_blues_00023,CASM,2.330000000,0.620000000
gtzan_blues_00023,CASM,2.950000000,0.620000000
gtzan_blues_00023,CASM,3.570000000,0.620000000
gtzan_blues_00023,CASM,4.200000000,0.640000000
gtzan_blues_00023,CASM,4.830000000,0.620000000
gtzan_blues_00023,CASM,5.440000000,0.600000000
gtzan_blues_00023,CASM,6.050000000,0.620000000
gtzan_blues_00023,CASM,6.670000000,0.620000000
gtzan_blues_00023,CASM,7.290000000,0.620000000
gtzan_blues_00023,CASM,7.910000000,0.620000000
gtzan_blues_00023,CASM,8.530000000,0.620000000
gtzan_blues_00023,CASM,9.140000000,0.600000000
gtzan_blues_00023,CASM,9.740000000,0.600000000
gtzan_blues_00023,CASM,10.340000000,0.600000000
gtzan_blues_00023,CASM,10.950000000,0.620000000
gtzan_blues_00023,CASM,11.560000000,0.600000000
gtzan_blues_00023,CASM,12.180000000,0.640000000
gtzan_blues_00023,CASM,12.810000000,0.620000000
gtzan_blues_00023,CASM,13.440000000,0.640000000
gtzan_blues_00023,CASM,14.080000000,0.640000000
gtzan_blues_00023,CASM,14.700000000,0.600000000
gtzan_blues_00023,CASM,15.310000000,0.620000000
gtzan_blues_00023,CASM,15.910000000,0.580000000
gtzan_blues_00023,CASM,16.510000000,0.620000000
gtzan_blues_00023,CASM,17.130000000,0.620000000
gtzan_blues_00023,CASM,17.740000000,0.600000000
gtzan_blues_00023,CASM,18.350000000,0.620000000
gtzan_blues_00023,CASM,18.960000000,0.600000000
gtzan_blues_00023,CASM,19.560000000,0.600000000
gtzan_blues_00023,CASM,20.160000000,0.600000000
gtzan_blues_00023,CASM,20.770000000,0.620000000
gtzan_blues_00023,CASM,21.390000000,0.620000000
gtzan_blues_00023,CASM,22.020000000,0.640000000
gtzan_blues_00023,CASM,22.650000000,0.620000000
gtzan_blues_00023,CASM,23.270000000,0.620000000
gtzan_blues_00023,CASM,23.890000000,0.620000000
gtzan_blues_00023,CASM,24.500000000,0.600000000
gtzan_blues_00023,CASM,25.110000000,0.620000000
gtzan_blues_00023,CASM,25.720000000,0.600000000
gtzan_blues_00023,CASM,26.320000000,0.600000000
gtzan_blues_00023,CASM,27.080000000,0.920000000
gtzan_blues_00023,CASM,27.840000000,0.600000000
gtzan_blues_00023,CASM,28.450000000,0.620000000
gtzan_blues_00023,CASM,29.050000000,0.580000000
gtzan_blues_00023,CASM,29.650000000,0.620000000
