case,source,midpoint_seconds,ibi_seconds
gtzan_metal_00026,GroundTruth,13.608500000,0.227000000
gtzan_metal_00026,GroundTruth,13.835000000,0.226000000
gtzan_metal_00026,GroundTruth,14.062500000,0.229000000
gtzan_metal_00026,GroundTruth,14.292000000,0.230000000
gtzan_metal_00026,GroundTruth,14.520000000,0.226000000
gtzan_metal_00026,GroundTruth,14.746000000,0.226000000
gtzan_metal_00026,GroundTruth,14.974000000,0.230000000
gtzan_metal_00026,GroundTruth,15.203500000,0.229000000
gtzan_metal_00026,GroundTruth,15.432500000,0.229000000
gtzan_metal_00026,GroundTruth,15.662000000,0.230000000
gtzan_metal_00026,GroundTruth,15.891500000,0.229000000
gtzan_metal_00026,GroundTruth,16.120500000,0.229000000
gtzan_metal_00026,GroundTruth,16.349500000,0.229000000
gtzan_metal_00026,GroundTruth,16.579000000,0.230000000
gtzan_metal_00026,GroundTruth,16.807000000,0.226000000
gtzan_metal_00026,GroundTruth,17.033500000,0.227000000
gtzan_metal_00026,GroundTruth,17.261500000,0.229000000
gtzan_metal_00026,GroundTruth,17.490500000,0.229000000
gtzan_metal_00026,GroundTruth,17.719500000,0.229000000
gtzan_metal_00026,GroundTruth,17.949000000,0.230000000
gtzan_metal_00026,GroundTruth,18.178500000,0.229000000
gtzan_metal_00026,GroundTruth,18.407500000,0.229000000
gtzan_metal_00026,GroundTruth,18.637000000,0.230000000
gtzan_metal_00026,GroundTruth,18.866500000,0.229000000
gtzan_metal_00026,GroundTruth,19.094000000,0.226000000
gtzan_metal_00026,GroundTruth,19.320500000,0.227000000
gtzan_metal_00026,GroundTruth,19.547000000,0.226000000
gtzan_metal_00026,GroundTruth,19.773000000,0.226000000
gtzan_metal_00026,GroundTruth,20.001000000,0.230000000
gtzan_metal_00026,GroundTruth,20.230500000,0.229000000
gtzan_metal_00026,GroundTruth,20.458000000,0.226000000
gtzan_metal_00026,GroundTruth,20.684500000,0.227000000
gtzan_metal_00026,GroundTruth,20.920500000,0.245000000
gtzan_metal_00026,GroundTruth,21.181000000,0.276000000
gtzan_metal_00026,GroundTruth,21.457000000,0.276000000
gtzan_metal_00026,GroundTruth,21.732500000,0.275000000
gtzan_metal_00026,GroundTruth,22.008000000,0.276000000
gtzan_metal_00026,GroundTruth,22.285500000,0.279000000
gtzan_metal_00026,GroundTruth,22.564000000,0.278000000
gtzan_metal_00026,GroundTruth,22.842500000,0.279000000
gtzan_metal_00026,GroundTruth,23.121500000,0.279000000
gtzan_metal_00026,GroundTruth,23.401500000,0.281000000
gtzan_metal_00026,GroundTruth,23.683000000,0.282000000
gtzan_metal_00026,GroundTruth,23.962000000,0.276000000
gtzan_metal_00026,GroundTruth,24.237500000,0.275000000
gtzan_metal_00026,GroundTruth,24.514500000,0.279000000
gtzan_metal_00026,GroundTruth,24.793500000,0.279000000
gtzan_metal_00026,GroundTruth,25.070500000,0.275000000
gtzan_metal_00026,GroundTruth,25.346000000,0.276000000
gtzan_metal_00026,GroundTruth,25.623500000,0.279000000
gtzan_metal_00026,GroundTruth,25.902000000,0.278000000
gtzan_metal_00026,GroundTruth,26.180500000,0.279000000
gtzan_metal_00026,GroundTruth,26.459500000,0.279000000
gtzan_metal_00026,GroundTruth,26.738000000,0.278000000
gtzan_metal_00026,GroundTruth,27.016500000,0.279000000
gtzan_metal_00026,GroundTruth,27.312500000,0.313000000
gtzan_metal_00026,GroundTruth,27.626000000,0.314000000
gtzan_metal_00026,GroundTruth,27.922000000,0.278000000
gtzan_metal_00026,GroundTruth,28.200500000,0.279000000
gtzan_metal_00026,GroundTruth,28.481000000,0.282000000
gtzan_metal_00026,GroundTruth,28.762500000,0.281000000
gtzan_metal_00026,GroundTruth,29.041000000,0.276000000
gtzan_metal_00026,GroundTruth,29.317000000,0.276000000
gtzan_metal_00026,GroundTruth,29.594500000,0.279000000
gtzan_metal_00026,GroundTruth,29.842500000,0.217000000
gtzan_metal_00026,Direct,0.190000000,0.260000000
gtzan_metal_00026,Direct,0.430000000,0.220000000
gtzan_metal_00026,Direct,0.660000000,0.240000000
gtzan_metal_00026,Direct,0.890000000,0.220000000
gtzan_metal_00026,Direct,1.120000000,0.240000000
gtzan_metal_00026,Direct,1.350000000,0.220000000
gtzan_metal_00026,Direct,1.580000000,0.240000000
gtzan_metal_00026,Direct,1.810000000,0.220000000
gtzan_metal_00026,Direct,2.030000000,0.220000000
gtzan_metal_00026,Direct,2.250000000,0.220000000
gtzan_metal_00026,Direct,2.480000000,0.240000000
gtzan_metal_00026,Direct,2.700000000,0.200000000
gtzan_metal_00026,Direct,2.920000000,0.240000000
gtzan_metal_00026,Direct,3.150000000,0.220000000
gtzan_metal_00026,Direct,3.370000000,0.220000000
gtzan_metal_00026,Direct,3.600000000,0.240000000
gtzan_metal_00026,Direct,3.830000000,0.220000000
gtzan_metal_00026,Direct,4.050000000,0.220000000
gtzan_metal_00026,Direct,4.270000000,0.220000000
gtzan_metal_00026,Direct,4.490000000,0.220000000
gtzan_metal_00026,Direct,4.710000000,0.220000000
gtzan_metal_00026,Direct,4.930000000,0.220000000
gtzan_metal_00026,Direct,5.160000000,0.240000000
gtzan_metal_00026,Direct,5.400000000,0.240000000
gtzan_metal_00026,Direct,5.630000000,0.220000000
gtzan_metal_00026,Direct,5.850000000,0.220000000
gtzan_metal_00026,Direct,6.080000000,0.240000000
gtzan_metal_00026,Direct,6.310000000,0.220000000
gtzan_metal_00026,Direct,6.540000000,0.240000000
gtzan_metal_00026,Direct,6.770000000,0.220000000
gtzan_metal_00026,Direct,7.000000000,0.240000000
gtzan_metal_00026,Direct,7.230000000,0.220000000
gtzan_metal_00026,Direct,7.460000000,0.240000000
gtzan_metal_00026,Direct,7.690000000,0.220000000
gtzan_metal_00026,Direct,7.920000000,0.240000000
gtzan_metal_00026,Direct,8.150000000,0.220000000
gtzan_metal_00026,Direct,8.370000000,0.220000000
gtzan_metal_00026,Direct,8.600000000,0.240000000
gtzan_metal_00026,Direct,8.830000000,0.220000000
gtzan_metal_00026,Direct,9.060000000,0.240000000
gtzan_metal_00026,Direct,9.290000000,0.220000000
gtzan_metal_00026,Direct,9.510000000,0.220000000
gtzan_metal_00026,Direct,9.740000000,0.240000000
gtzan_metal_00026,Direct,9.970000000,0.220000000
gtzan_metal_00026,Direct,10.200000000,0.240000000
gtzan_metal_00026,Direct,10.430000000,0.220000000
gtzan_metal_00026,Direct,10.660000000,0.240000000
gtzan_metal_00026,Direct,10.890000000,0.220000000
gtzan_metal_00026,Direct,11.110000000,0.220000000
gtzan_metal_00026,Direct,11.330000000,0.220000000
gtzan_metal_00026,Direct,11.560000000,0.240000000
gtzan_metal_00026,Direct,11.790000000,0.220000000
gtzan_metal_00026,Direct,12.020000000,0.240000000
gtzan_metal_00026,Direct,12.250000000,0.220000000
gtzan_metal_00026,Direct,12.470000000,0.220000000
gtzan_metal_00026,Direct,12.690000000,0.220000000
gtzan_metal_00026,Direct,12.920000000,0.240000000
gtzan_metal_00026,Direct,13.150000000,0.220000000
gtzan_metal_00026,Direct,13.380000000,0.240000000
gtzan_metal_00026,Direct,13.610000000,0.220000000
gtzan_metal_00026,Direct,13.840000000,0.240000000
gtzan_metal_00026,Direct,14.070000000,0.220000000
gtzan_metal_00026,Direct,14.300000000,0.240000000
gtzan_metal_00026,Direct,14.530000000,0.220000000
gtzan_metal_00026,Direct,14.760000000,0.240000000
gtzan_metal_00026,Direct,14.990000000,0.220000000
gtzan_metal_00026,Direct,15.220000000,0.240000000
gtzan_metal_00026,Direct,15.450000000,0.220000000
gtzan_metal_00026,Direct,15.670000000,0.220000000
gtzan_metal_00026,Direct,15.900000000,0.240000000
gtzan_metal_00026,Direct,16.130000000,0.220000000
gtzan_metal_00026,Direct,16.350000000,0.220000000
gtzan_metal_00026,Direct,16.580000000,0.240000000
gtzan_metal_00026,Direct,16.810000000,0.220000000
gtzan_metal_00026,Direct,17.040000000,0.240000000
gtzan_metal_00026,Direct,17.270000000,0.220000000
gtzan_metal_00026,Direct,17.500000000,0.240000000
gtzan_metal_00026,Direct,17.730000000,0.220000000
gtzan_metal_00026,Direct,17.950000000,0.220000000
gtzan_metal_00026,Direct,18.180000000,0.240000000
gtzan_metal_00026,Direct,18.410000000,0.220000000
gtzan_metal_00026,Direct,18.640000000,0.240000000
gtzan_metal_00026,Direct,18.870000000,0.220000000
gtzan_metal_00026,Direct,19.090000000,0.220000000
gtzan_metal_00026,Direct,19.320000000,0.240000000
gtzan_metal_00026,Direct,19.550000000,0.220000000
gtzan_metal_00026,Direct,19.770000000,0.220000000
gtzan_metal_00026,Direct,20.000000000,0.240000000
gtzan_metal_00026,Direct,20.240000000,0.240000000
gtzan_metal_00026,Direct,20.480000000,0.240000000
gtzan_metal_00026,Direct,20.720000000,0.240000000
gtzan_metal_00026,Direct,20.960000000,0.240000000
gtzan_metal_00026,Direct,21.210000000,0.260000000
gtzan_metal_00026,Direct,21.470000000,0.260000000
gtzan_metal_00026,Direct,21.660000000,0.120000000
gtzan_metal_00026,Direct,21.790000000,0.140000000
gtzan_metal_00026,Direct,22.000000000,0.280000000
gtzan_metal_00026,Direct,22.280000000,0.280000000
gtzan_metal_00026,Direct,22.550000000,0.260000000
gtzan_metal_00026,Direct,22.810000000,0.260000000
gtzan_metal_00026,Direct,23.020000000,0.160000000
gtzan_metal_00026,Direct,23.170000000,0.140000000
gtzan_metal_00026,Direct,23.370000000,0.260000000
gtzan_metal_00026,Direct,23.650000000,0.300000000
gtzan_metal_00026,Direct,23.940000000,0.280000000
gtzan_metal_00026,Direct,24.220000000,0.280000000
gtzan_metal_00026,Direct,24.500000000,0.280000000
gtzan_metal_00026,Direct,24.780000000,0.280000000
gtzan_metal_00026,Direct,25.050000000,0.260000000
gtzan_metal_00026,Direct,25.320000000,0.280000000
gtzan_metal_00026,Direct,25.600000000,0.280000000
gtzan_metal_00026,Direct,25.890000000,0.300000000
gtzan_metal_00026,Direct,26.180000000,0.280000000
gtzan_metal_00026,Direct,26.460000000,0.280000000
gtzan_metal_00026,Direct,26.740000000,0.280000000
gtzan_metal_00026,Direct,27.020000000,0.280000000
gtzan_metal_00026,Direct,27.290000000,0.260000000
gtzan_metal_00026,Direct,27.570000000,0.300000000
gtzan_metal_00026,Direct,27.870000000,0.300000000
gtzan_metal_00026,Direct,28.090000000,0.140000000
gtzan_metal_00026,Direct,28.240000000,0.160000000
gtzan_metal_00026,Direct,28.460000000,0.280000000
gtzan_metal_00026,Direct,28.750000000,0.300000000
gtzan_metal_00026,Direct,29.030000000,0.260000000
gtzan_metal_00026,Direct,29.300000000,0.280000000
gtzan_metal_00026,Direct,29.580000000,0.280000000
gtzan_metal_00026,Direct,29.840000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,0.190000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,0.430000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,0.660000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,0.890000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,1.120000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,1.350000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,1.580000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,1.810000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,2.030000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,2.250000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,2.480000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,2.700000000,0.200000000
gtzan_metal_00026,Fixed Semi-Markov,2.920000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,3.150000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,3.370000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,3.600000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,3.830000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,4.050000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,4.270000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,4.490000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,4.710000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,4.930000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,5.160000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,5.400000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,5.630000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,5.850000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,6.080000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,6.310000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,6.540000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,6.770000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,7.000000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,7.230000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,7.460000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,7.690000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,7.920000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,8.150000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,8.370000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,8.600000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,8.830000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,9.060000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,9.290000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,9.510000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,9.740000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,9.970000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,10.200000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,10.430000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,10.660000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,10.890000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,11.110000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,11.330000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,11.560000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,11.790000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,12.020000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,12.250000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,12.470000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,12.690000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,12.920000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,13.150000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,13.380000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,13.610000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,13.840000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,14.070000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,14.300000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,14.530000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,14.760000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,14.990000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,15.220000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,15.450000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,15.670000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,15.900000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,16.130000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,16.350000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,16.580000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,16.810000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,17.040000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,17.270000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,17.500000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,17.730000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,17.950000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,18.180000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,18.410000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,18.640000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,18.870000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,19.090000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,19.320000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,19.550000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,19.770000000,0.220000000
gtzan_metal_00026,Fixed Semi-Markov,20.000000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,20.240000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,20.480000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,20.720000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,20.960000000,0.240000000
gtzan_metal_00026,Fixed Semi-Markov,21.210000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,21.470000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,21.730000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,22.000000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,22.280000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,22.550000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,22.810000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,23.090000000,0.300000000
gtzan_metal_00026,Fixed Semi-Markov,23.370000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,23.650000000,0.300000000
gtzan_metal_00026,Fixed Semi-Markov,23.940000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,24.220000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,24.500000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,24.780000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,25.050000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,25.320000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,25.600000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,25.890000000,0.300000000
gtzan_metal_00026,Fixed Semi-Markov,26.180000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,26.460000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,26.740000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,27.020000000,0.280000000
gtzan_metal_00026,Fixed Semi-Markov,27.290000000,0.260000000
gtzan_metal_00026,Fixed Semi-Markov,27.570000000,0.300000000
gtzan_metal_00026,Fixed Semi-Markov,27.870000000,0.300000000
gtzan_metal_00026,DBN,0.320000000,0.480000000
gtzan_metal_00026,DBN,0.780000000,0.440000000
gtzan_metal_00026,DBN,1.230000000,0.460000000
gtzan_metal_00026,DBN,1.690000000,0.460000000
gtzan_metal_00026,DBN,2.150000000,0.460000000
gtzan_metal_00026,DBN,2.590000000,0.420000000
gtzan_metal_00026,DBN,3.020000000,0.440000000
gtzan_metal_00026,DBN,3.470000000,0.460000000
gtzan_metal_00026,DBN,3.920000000,0.440000000
gtzan_metal_00026,DBN,4.370000000,0.460000000
gtzan_metal_00026,DBN,4.820000000,0.440000000
gtzan_metal_00026,DBN,5.280000000,0.480000000
gtzan_metal_00026,DBN,5.750000000,0.460000000
gtzan_metal_00026,DBN,6.200000000,0.440000000
gtzan_metal_00026,DBN,6.660000000,0.480000000
gtzan_metal_00026,DBN,7.120000000,0.440000000
gtzan_metal_00026,DBN,7.560000000,0.440000000
gtzan_metal_00026,DBN,8.010000000,0.460000000
gtzan_metal_00026,DBN,8.470000000,0.460000000
gtzan_metal_00026,DBN,8.940000000,0.480000000
gtzan_metal_00026,DBN,9.400000000,0.440000000
gtzan_metal_00026,DBN,9.850000000,0.460000000
gtzan_metal_00026,DBN,10.320000000,0.480000000
gtzan_metal_00026,DBN,10.780000000,0.440000000
gtzan_metal_00026,DBN,11.220000000,0.440000000
gtzan_metal_00026,DBN,11.670000000,0.460000000
gtzan_metal_00026,DBN,12.130000000,0.460000000
gtzan_metal_00026,DBN,12.580000000,0.440000000
gtzan_metal_00026,DBN,13.040000000,0.480000000
gtzan_metal_00026,DBN,13.500000000,0.440000000
gtzan_metal_00026,DBN,13.940000000,0.440000000
gtzan_metal_00026,DBN,14.400000000,0.480000000
gtzan_metal_00026,DBN,14.860000000,0.440000000
gtzan_metal_00026,DBN,15.320000000,0.480000000
gtzan_metal_00026,DBN,15.790000000,0.460000000
gtzan_metal_00026,DBN,16.240000000,0.440000000
gtzan_metal_00026,DBN,16.700000000,0.480000000
gtzan_metal_00026,DBN,17.160000000,0.440000000
gtzan_metal_00026,DBN,17.620000000,0.480000000
gtzan_metal_00026,DBN,18.080000000,0.440000000
gtzan_metal_00026,DBN,18.520000000,0.440000000
gtzan_metal_00026,DBN,18.970000000,0.460000000
gtzan_metal_00026,DBN,19.440000000,0.480000000
gtzan_metal_00026,DBN,19.900000000,0.440000000
gtzan_metal_00026,DBN,20.350000000,0.460000000
gtzan_metal_00026,DBN,20.810000000,0.460000000
gtzan_metal_00026,DBN,21.190000000,0.300000000
gtzan_metal_00026,DBN,21.480000000,0.280000000
gtzan_metal_00026,DBN,21.750000000,0.260000000
gtzan_metal_00026,DBN,22.010000000,0.260000000
gtzan_metal_00026,DBN,22.270000000,0.260000000
gtzan_metal_00026,DBN,22.540000000,0.280000000
gtzan_metal_00026,DBN,22.820000000,0.280000000
gtzan_metal_00026,DBN,23.100000000,0.280000000
gtzan_metal_00026,DBN,23.380000000,0.280000000
gtzan_metal_00026,DBN,23.660000000,0.280000000
gtzan_metal_00026,DBN,23.940000000,0.280000000
gtzan_metal_00026,DBN,24.220000000,0.280000000
gtzan_metal_00026,DBN,24.500000000,0.280000000
gtzan_metal_00026,DBN,24.780000000,0.280000000
gtzan_metal_00026,DBN,25.060000000,0.280000000
gtzan_metal_00026,DBN,25.340000000,0.280000000
gtzan_metal_00026,DBN,25.620000000,0.280000000
gtzan_metal_00026,DBN,25.900000000,0.280000000
gtzan_metal_00026,DBN,26.180000000,0.280000000
gtzan_metal_00026,DBN,26.460000000,0.280000000
gtzan_metal_00026,DBN,26.740000000,0.280000000
gtzan_metal_00026,DBN,27.020000000,0.280000000
gtzan_metal_00026,DBN,27.300000000,0.280000000
gtzan_metal_00026,DBN,27.580000000,0.280000000
gtzan_metal_00026,DBN,27.870000000,0.300000000
gtzan_metal_00026,DBN,28.170000000,0.300000000
gtzan_metal_00026,DBN,28.460000000,0.280000000
gtzan_metal_00026,DBN,28.740000000,0.280000000
gtzan_metal_00026,DBN,29.020000000,0.280000000
gtzan_metal_00026,DBN,29.300000000,0.280000000
gtzan_metal_00026,DBN,29.580000000,0.280000000
gtzan_metal_00026,DBN,29.860000000,0.280000000
gtzan_metal_00026,PLPDP (30-300 BPM),0.070000000,0.100000000
gtzan_metal_00026,PLPDP (30-300 BPM),0.220000000,0.200000000
gtzan_metal_00026,PLPDP (30-300 BPM),0.435000000,0.230000000
gtzan_metal_00026,PLPDP (30-300 BPM),0.665000000,0.230000000
gtzan_metal_00026,PLPDP (30-300 BPM),0.895000000,0.230000000
gtzan_metal_00026,PLPDP (30-300 BPM),1.125000000,0.230000000
gtzan_metal_00026,PLPDP (30-300 BPM),1.350000000,0.220000000
gtzan_metal_00026,PLPDP (30-300 BPM),1.575000000,0.230000000
gtzan_metal_00026,PLPDP (30-300 BPM),1.800000000,0.220000000
gtzan_metal_00026,PLPDP (30-300 BPM),2.025000000,0.230000000
gtzan_metal_00026,PLPDP (30-300 BPM),2.250000000,0.220000000
gtzan_metal_00026,PLPDP (30-300 BPM),2.470000000,0.220000000
gtzan_metal_00026,PLPDP (30-300 BPM),2.700000000,0.240000000
gtzan_metal_00026,PLPDP (30-300 BPM),2.930000000,0.220000000
gtzan_metal_00026,PLPDP (30-300 BPM),3.150000000,0.220000000
gtzan_metal_00026,PLPDP (30-300 BPM),3.370000000,0.220000000
