case,source,event_type,time_seconds
smc_221,Direct,downbeat,20.520000000
smc_221,Direct,downbeat,22.940000000
smc_221,Direct,downbeat,25.160000000
smc_221,Direct,downbeat,27.420000000
smc_221,Direct,downbeat,28.520000000
smc_221,Direct,downbeat,31.880000000
smc_221,Direct,downbeat,34.180000000
smc_221,Direct,downbeat,37.360000000
smc_221,Fixed Semi-Markov,beat,1.420000000
smc_221,Fixed Semi-Markov,beat,2.420000000
smc_221,Fixed Semi-Markov,beat,3.480000000
smc_221,Fixed Semi-Markov,beat,4.560000000
smc_221,Fixed Semi-Markov,beat,5.660000000
smc_221,Fixed Semi-Markov,beat,6.720000000
smc_221,Fixed Semi-Markov,beat,7.820000000
smc_221,Fixed Semi-Markov,beat,8.940000000
smc_221,Fixed Semi-Markov,beat,10.020000000
smc_221,Fixed Semi-Markov,beat,11.260000000
smc_221,Fixed Semi-Markov,beat,12.360000000
smc_221,Fixed Semi-Markov,beat,13.440000000
smc_221,Fixed Semi-Markov,beat,14.540000000
smc_221,Fixed Semi-Markov,beat,15.640000000
smc_221,Fixed Semi-Markov,beat,16.740000000
smc_221,Fixed Semi-Markov,beat,18.160000000
smc_221,Fixed Semi-Markov,beat,19.400000000
smc_221,Fixed Semi-Markov,beat,20.520000000
smc_221,Fixed Semi-Markov,beat,21.680000000
smc_221,Fixed Semi-Markov,beat,22.940000000
smc_221,Fixed Semi-Markov,beat,24.040000000
smc_221,Fixed Semi-Markov,beat,25.160000000
smc_221,Fixed Semi-Markov,beat,26.300000000
smc_221,Fixed Semi-Markov,beat,27.420000000
smc_221,Fixed Semi-Markov,beat,28.520000000
smc_221,Fixed Semi-Markov,beat,29.580000000
smc_221,Fixed Semi-Markov,beat,30.760000000
smc_221,Fixed Semi-Markov,beat,31.880000000
smc_221,Fixed Semi-Markov,beat,33.040000000
smc_221,Fixed Semi-Markov,beat,34.120000000
smc_221,Fixed Semi-Markov,beat,35.200000000
smc_221,Fixed Semi-Markov,beat,36.220000000
smc_221,Fixed Semi-Markov,beat,37.360000000
smc_221,Fixed Semi-Markov,beat,38.400000000
smc_221,DBN,beat,0.680000000
smc_221,DBN,beat,2.400000000
smc_221,DBN,beat,4.220000000
smc_221,DBN,beat,5.680000000
smc_221,DBN,beat,7.380000000
smc_221,DBN,beat,8.940000000
smc_221,DBN,beat,10.020000000
smc_221,DBN,beat,11.000000000
smc_221,DBN,beat,11.680000000
smc_221,DBN,beat,12.460000000
smc_221,DBN,beat,13.200000000
smc_221,DBN,beat,14.080000000
smc_221,DBN,beat,15.080000000
smc_221,DBN,beat,16.120000000
smc_221,DBN,beat,16.740000000
smc_221,DBN,beat,17.340000000
smc_221,DBN,beat,18.360000000
smc_221,DBN,beat,19.400000000
smc_221,DBN,beat,20.520000000
smc_221,DBN,beat,21.680000000
smc_221,DBN,beat,22.300000000
smc_221,DBN,beat,22.940000000
smc_221,DBN,beat,23.480000000
smc_221,DBN,beat,24.040000000
smc_221,DBN,beat,25.160000000
smc_221,DBN,beat,26.300000000
smc_221,DBN,beat,27.420000000
smc_221,DBN,beat,28.540000000
smc_221,DBN,beat,29.580000000
smc_221,DBN,beat,30.760000000
smc_221,DBN,beat,31.880000000
smc_221,DBN,beat,33.040000000
smc_221,DBN,beat,33.640000000
smc_221,DBN,beat,34.180000000
smc_221,DBN,beat,34.760000000
smc_221,DBN,beat,35.200000000
smc_221,DBN,beat,35.620000000
smc_221,DBN,beat,36.020000000
smc_221,DBN,beat,36.600000000
smc_221,DBN,beat,37.360000000
smc_221,DBN,beat,38.100000000
smc_221,DBN,beat,38.840000000
smc_221,DBN,beat,39.600000000
smc_221,DBN,downbeat,0.680000000
smc_221,DBN,downbeat,5.680000000
smc_221,DBN,downbeat,10.020000000
smc_221,DBN,downbeat,12.460000000
smc_221,DBN,downbeat,15.080000000
smc_221,DBN,downbeat,17.340000000
smc_221,DBN,downbeat,20.520000000
smc_221,DBN,downbeat,22.940000000
smc_221,DBN,downbeat,25.160000000
smc_221,DBN,downbeat,28.540000000
smc_221,DBN,downbeat,31.880000000
smc_221,DBN,downbeat,34.180000000
smc_221,DBN,downbeat,35.620000000
smc_221,DBN,downbeat,37.360000000
smc_221,DBN,downbeat,39.600000000
smc_221,PLPDP (30-300 BPM),beat,0.680000000
smc_221,PLPDP (30-300 BPM),beat,1.760000000
smc_221,PLPDP (30-300 BPM),beat,2.420000000
smc_221,PLPDP (30-300 BPM),beat,2.980000000
smc_221,PLPDP (30-300 BPM),beat,3.520000000
smc_221,PLPDP (30-300 BPM),beat,4.200000000
smc_221,PLPDP (30-300 BPM),beat,4.940000000
smc_221,PLPDP (30-300 BPM),beat,5.680000000
smc_221,PLPDP (30-300 BPM),beat,6.860000000
smc_221,PLPDP (30-300 BPM),beat,7.820000000
smc_221,PLPDP (30-300 BPM),beat,8.140000000
smc_221,PLPDP (30-300 BPM),beat,8.940000000
smc_221,PLPDP (30-300 BPM),beat,10.020000000
smc_221,PLPDP (30-300 BPM),beat,11.260000000
smc_221,PLPDP (30-300 BPM),beat,12.460000000
smc_221,PLPDP (30-300 BPM),beat,14.060000000
smc_221,PLPDP (30-300 BPM),beat,15.080000000
smc_221,PLPDP (30-300 BPM),beat,16.200000000
smc_221,PLPDP (30-300 BPM),beat,17.340000000
smc_221,PLPDP (30-300 BPM),beat,18.360000000
smc_221,PLPDP (30-300 BPM),beat,19.400000000
smc_221,PLPDP (30-300 BPM),beat,20.520000000
smc_221,PLPDP (30-300 BPM),beat,21.680000000
smc_221,PLPDP (30-300 BPM),beat,22.300000000
smc_221,PLPDP (30-300 BPM),beat,22.940000000
smc_221,PLPDP (30-300 BPM),beat,23.520000000
smc_221,PLPDP (30-300 BPM),beat,24.040000000
smc_221,PLPDP (30-300 BPM),beat,25.160000000
smc_221,PLPDP (30-300 BPM),beat,25.740000000
smc_221,PLPDP (30-300 BPM),beat,26.300000000
smc_221,PLPDP (30-300 BPM),beat,26.880000000
smc_221,PLPDP (30-300 BPM),beat,27.420000000
smc_221,PLPDP (30-300 BPM),beat,27.980000000
smc_221,PLPDP (30-300 BPM),beat,28.520000000
smc_221,PLPDP (30-300 BPM),beat,29.070000000
smc_221,PLPDP (30-300 BPM),beat,29.580000000
smc_221,PLPDP (30-300 BPM),beat,30.200000000
smc_221,PLPDP (30-300 BPM),beat,30.760000000
smc_221,PLPDP (30-300 BPM),beat,31.320000000
smc_221,PLPDP (30-300 BPM),beat,31.880000000
smc_221,PLPDP (30-300 BPM),beat,32.500000000
smc_221,PLPDP (30-300 BPM),beat,33.040000000
smc_221,PLPDP (30-300 BPM),beat,33.640000000
smc_221,PLPDP (30-300 BPM),beat,34.180000000
smc_221,PLPDP (30-300 BPM),beat,34.760000000
smc_221,PLPDP (30-300 BPM),beat,35.380000000
smc_221,PLPDP (30-300 BPM),beat,36.020000000
smc_221,PLPDP (30-300 BPM),beat,36.620000000
smc_221,PLPDP (30-300 BPM),beat,37.360000000
smc_221,PLPDP (30-300 BPM),beat,38.100000000
smc_221,PLPDP (30-300 BPM),beat,39.200000000
smc_221,PLPDP (30-300 BPM),beat,39.980000000
smc_221,PLPDP (30-300 BPM),downbeat,0.680000000
smc_221,PLPDP (30-300 BPM),downbeat,3.520000000
smc_221,PLPDP (30-300 BPM),downbeat,4.200000000
smc_221,PLPDP (30-300 BPM),downbeat,5.680000000
smc_221,PLPDP (30-300 BPM),downbeat,10.020000000
smc_221,PLPDP (30-300 BPM),downbeat,12.460000000
smc_221,PLPDP (30-300 BPM),downbeat,14.060000000
smc_221,PLPDP (30-300 BPM),downbeat,15.080000000
smc_221,PLPDP (30-300 BPM),downbeat,17.340000000
smc_221,PLPDP (30-300 BPM),downbeat,20.520000000
smc_221,PLPDP (30-300 BPM),downbeat,22.940000000
smc_221,PLPDP (30-300 BPM),downbeat,25.160000000
smc_221,PLPDP (30-300 BPM),downbeat,27.420000000
smc_221,PLPDP (30-300 BPM),downbeat,28.520000000
smc_221,PLPDP (30-300 BPM),downbeat,31.880000000
smc_221,PLPDP (30-300 BPM),downbeat,34.180000000
smc_221,PLPDP (30-300 BPM),downbeat,37.360000000
smc_221,PLPDP (30-300 BPM),downbeat,39.980000000
smc_221,CASM,beat,4.200000000
smc_221,CASM,beat,4.940000000
smc_221,CASM,beat,5.660000000
smc_221,CASM,beat,6.860000000
smc_221,CASM,beat,7.720000000
smc_221,CASM,beat,8.940000000
smc_221,CASM,beat,10.020000000
smc_221,CASM,beat,11.260000000
smc_221,CASM,beat,12.460000000
smc_221,CASM,beat,14.060000000
smc_221,CASM,beat,15.060000000
smc_221,CASM,beat,16.200000000
smc_221,CASM,beat,17.340000000
smc_221,CASM,beat,18.360000000
smc_221,CASM,beat,19.400000000
smc_221,CASM,beat,20.520000000
smc_221,CASM,beat,21.680000000
smc_221,CASM,beat,22.940000000
smc_221,CASM,beat,24.040000000
smc_221,CASM,beat,25.160000000
smc_221,CASM,beat,26.300000000
smc_221,CASM,beat,27.420000000
smc_221,CASM,beat,28.520000000
smc_221,CASM,beat,29.580000000
smc_221,CASM,beat,30.760000000
smc_221,CASM,beat,31.880000000
smc_221,CASM,beat,33.040000000
smc_221,CASM,beat,34.180000000
smc_221,CASM,beat,35.380000000
smc_221,CASM,beat,36.620000000
smc_221,CASM,beat,37.360000000
smc_221,CASM,downbeat,4.200000000
smc_221,CASM,downbeat,6.860000000
smc_221,CASM,downbeat,10.020000000
smc_221,CASM,downbeat,14.060000000
smc_221,CASM,downbeat,17.340000000
smc_221,CASM,downbeat,20.520000000
smc_221,CASM,downbeat,22.940000000
smc_221,CASM,downbeat,25.160000000
smc_221,CASM,downbeat,27.420000000
smc_221,CASM,downbeat,29.580000000
smc_221,CASM,downbeat,31.880000000
smc_221,CASM,downbeat,34.180000000
smc_221,DBN original,beat,0.680000000
smc_221,DBN original,beat,1.540000000
smc_221,DBN original,beat,2.420000000
smc_221,DBN original,beat,3.320000000
smc_221,DBN original,beat,4.200000000
smc_221,DBN original,beat,4.920000000
smc_221,DBN original,beat,5.640000000
smc_221,DBN original,beat,6.360000000
smc_221,DBN original,beat,7.060000000
smc_221,DBN original,beat,7.780000000
smc_221,DBN original,beat,8.500000000
smc_221,DBN original,beat,9.200000000
smc_221,DBN original,beat,9.960000000
smc_221,DBN original,beat,10.620000000
smc_221,DBN original,beat,11.280000000
smc_221,DBN original,beat,11.960000000
smc_221,DBN original,beat,12.640000000
smc_221,DBN original,beat,13.380000000
smc_221,DBN original,beat,14.080000000
smc_221,DBN original,beat,14.760000000
smc_221,DBN original,beat,15.420000000
smc_221,DBN original,beat,16.120000000
smc_221,DBN original,beat,16.740000000
smc_221,DBN original,beat,17.380000000
smc_221,DBN original,beat,18.040000000
smc_221,DBN original,beat,18.660000000
smc_221,DBN original,beat,19.320000000
smc_221,DBN original,beat,19.920000000
smc_221,DBN original,beat,20.520000000
smc_221,DBN original,beat,21.100000000
smc_221,DBN original,beat,21.700000000
smc_221,DBN original,beat,22.300000000
smc_221,DBN original,beat,22.920000000
smc_221,DBN original,beat,23.480000000
smc_221,DBN original,beat,24.040000000
smc_221,DBN original,beat,24.620000000
smc_221,DBN original,beat,25.160000000
smc_221,DBN original,beat,25.740000000
smc_221,DBN original,beat,26.300000000
smc_221,DBN original,beat,26.860000000
smc_221,DBN original,beat,27.420000000
smc_221,DBN original,beat,27.980000000
smc_221,DBN original,beat,28.540000000
smc_221,DBN original,beat,29.080000000
smc_221,DBN original,beat,29.640000000
smc_221,DBN original,beat,30.200000000
smc_221,DBN original,beat,30.760000000
smc_221,DBN original,beat,31.320000000
smc_221,DBN original,beat,31.880000000
smc_221,DBN original,beat,32.460000000
smc_221,DBN original,beat,33.040000000
smc_221,DBN original,beat,33.620000000
smc_221,DBN original,beat,34.180000000
smc_221,DBN original,beat,34.760000000
smc_221,DBN original,beat,35.360000000
smc_221,DBN original,beat,36.020000000
smc_221,DBN original,beat,36.680000000
smc_221,DBN original,beat,37.360000000
smc_221,DBN original,beat,38.040000000
smc_221,DBN original,beat,38.660000000
smc_221,DBN original,beat,39.340000000
smc_221,DBN original,downbeat,0.680000000
smc_221,DBN original,downbeat,4.200000000
smc_221,DBN original,downbeat,7.060000000
smc_221,DBN original,downbeat,9.960000000
smc_221,DBN original,downbeat,12.640000000
smc_221,DBN original,downbeat,15.420000000
smc_221,DBN original,downbeat,18.040000000
smc_221,DBN original,downbeat,20.520000000
smc_221,DBN original,downbeat,22.920000000
smc_221,DBN original,downbeat,25.160000000
smc_221,DBN original,downbeat,27.420000000
smc_221,DBN original,downbeat,29.640000000
smc_221,DBN original,downbeat,31.880000000
smc_221,DBN original,downbeat,34.180000000
smc_221,DBN original,downbeat,36.680000000
smc_221,DBN original,downbeat,39.340000000
