case,source,midpoint_seconds,ibi_seconds
gtzan_pop_00053,Fixed Semi-Markov,27.550000000,0.740000000
gtzan_pop_00053,Fixed Semi-Markov,28.240000000,0.640000000
gtzan_pop_00053,Fixed Semi-Markov,28.920000000,0.720000000
gtzan_pop_00053,DBN,0.370000000,0.740000000
gtzan_pop_00053,DBN,1.090000000,0.700000000
gtzan_pop_00053,DBN,1.800000000,0.720000000
gtzan_pop_00053,DBN,2.520000000,0.720000000
gtzan_pop_00053,DBN,3.240000000,0.720000000
gtzan_pop_00053,DBN,3.930000000,0.660000000
gtzan_pop_00053,DBN,4.630000000,0.740000000
gtzan_pop_00053,DBN,5.330000000,0.660000000
gtzan_pop_00053,DBN,6.020000000,0.720000000
gtzan_pop_00053,DBN,6.740000000,0.720000000
gtzan_pop_00053,DBN,7.440000000,0.680000000
gtzan_pop_00053,DBN,8.130000000,0.700000000
gtzan_pop_00053,DBN,8.810000000,0.660000000
gtzan_pop_00053,DBN,9.460000000,0.640000000
gtzan_pop_00053,DBN,10.100000000,0.640000000
gtzan_pop_00053,DBN,10.770000000,0.700000000
gtzan_pop_00053,DBN,11.500000000,0.760000000
gtzan_pop_00053,DBN,12.280000000,0.800000000
gtzan_pop_00053,DBN,13.070000000,0.780000000
gtzan_pop_00053,DBN,13.840000000,0.760000000
gtzan_pop_00053,DBN,14.640000000,0.840000000
gtzan_pop_00053,DBN,15.500000000,0.880000000
gtzan_pop_00053,DBN,16.350000000,0.820000000
gtzan_pop_00053,DBN,17.180000000,0.840000000
gtzan_pop_00053,DBN,18.020000000,0.840000000
gtzan_pop_00053,DBN,18.850000000,0.820000000
gtzan_pop_00053,DBN,19.610000000,0.700000000
gtzan_pop_00053,DBN,20.350000000,0.780000000
gtzan_pop_00053,DBN,21.090000000,0.700000000
gtzan_pop_00053,DBN,21.810000000,0.740000000
gtzan_pop_00053,DBN,22.560000000,0.760000000
gtzan_pop_00053,DBN,23.340000000,0.800000000
gtzan_pop_00053,DBN,24.120000000,0.760000000
gtzan_pop_00053,DBN,24.840000000,0.680000000
gtzan_pop_00053,DBN,25.500000000,0.640000000
gtzan_pop_00053,DBN,26.170000000,0.700000000
gtzan_pop_00053,DBN,26.850000000,0.660000000
gtzan_pop_00053,DBN,27.550000000,0.740000000
gtzan_pop_00053,DBN,28.250000000,0.660000000
gtzan_pop_00053,DBN,28.930000000,0.700000000
gtzan_pop_00053,PLPDP (30-300 BPM),0.470000000,0.940000000
gtzan_pop_00053,PLPDP (30-300 BPM),1.370000000,0.860000000
gtzan_pop_00053,PLPDP (30-300 BPM),2.160000000,0.720000000
gtzan_pop_00053,PLPDP (30-300 BPM),2.700000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),3.270000000,0.780000000
gtzan_pop_00053,PLPDP (30-300 BPM),3.990000000,0.660000000
gtzan_pop_00053,PLPDP (30-300 BPM),4.670000000,0.700000000
gtzan_pop_00053,PLPDP (30-300 BPM),5.330000000,0.620000000
gtzan_pop_00053,PLPDP (30-300 BPM),6.010000000,0.740000000
gtzan_pop_00053,PLPDP (30-300 BPM),6.740000000,0.720000000
gtzan_pop_00053,PLPDP (30-300 BPM),7.310000000,0.420000000
gtzan_pop_00053,PLPDP (30-300 BPM),7.680000000,0.320000000
gtzan_pop_00053,PLPDP (30-300 BPM),8.010000000,0.340000000
gtzan_pop_00053,PLPDP (30-300 BPM),8.340000000,0.320000000
gtzan_pop_00053,PLPDP (30-300 BPM),8.830000000,0.660000000
gtzan_pop_00053,PLPDP (30-300 BPM),9.470000000,0.620000000
gtzan_pop_00053,PLPDP (30-300 BPM),9.935000000,0.310000000
gtzan_pop_00053,PLPDP (30-300 BPM),10.255000000,0.330000000
gtzan_pop_00053,PLPDP (30-300 BPM),10.600000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),10.950000000,0.340000000
gtzan_pop_00053,PLPDP (30-300 BPM),11.300000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),11.670000000,0.380000000
gtzan_pop_00053,PLPDP (30-300 BPM),12.070000000,0.420000000
gtzan_pop_00053,PLPDP (30-300 BPM),12.450000000,0.340000000
gtzan_pop_00053,PLPDP (30-300 BPM),12.770000000,0.300000000
gtzan_pop_00053,PLPDP (30-300 BPM),13.070000000,0.300000000
gtzan_pop_00053,PLPDP (30-300 BPM),13.380000000,0.320000000
gtzan_pop_00053,PLPDP (30-300 BPM),13.720000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),14.060000000,0.320000000
gtzan_pop_00053,PLPDP (30-300 BPM),14.400000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),14.760000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),15.120000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),15.460000000,0.320000000
gtzan_pop_00053,PLPDP (30-300 BPM),15.850000000,0.460000000
gtzan_pop_00053,PLPDP (30-300 BPM),16.420000000,0.680000000
gtzan_pop_00053,PLPDP (30-300 BPM),17.320000000,1.120000000
gtzan_pop_00053,PLPDP (30-300 BPM),18.250000000,0.740000000
gtzan_pop_00053,PLPDP (30-300 BPM),18.950000000,0.660000000
gtzan_pop_00053,PLPDP (30-300 BPM),19.630000000,0.700000000
gtzan_pop_00053,PLPDP (30-300 BPM),20.360000000,0.760000000
gtzan_pop_00053,PLPDP (30-300 BPM),21.070000000,0.660000000
gtzan_pop_00053,PLPDP (30-300 BPM),21.770000000,0.740000000
gtzan_pop_00053,PLPDP (30-300 BPM),22.520000000,0.760000000
gtzan_pop_00053,PLPDP (30-300 BPM),23.320000000,0.840000000
gtzan_pop_00053,PLPDP (30-300 BPM),24.120000000,0.760000000
gtzan_pop_00053,PLPDP (30-300 BPM),24.840000000,0.680000000
gtzan_pop_00053,PLPDP (30-300 BPM),25.490000000,0.620000000
gtzan_pop_00053,PLPDP (30-300 BPM),26.160000000,0.720000000
gtzan_pop_00053,PLPDP (30-300 BPM),26.850000000,0.660000000
gtzan_pop_00053,PLPDP (30-300 BPM),27.370000000,0.380000000
gtzan_pop_00053,PLPDP (30-300 BPM),27.740000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),28.110000000,0.380000000
gtzan_pop_00053,PLPDP (30-300 BPM),28.440000000,0.280000000
gtzan_pop_00053,PLPDP (30-300 BPM),28.760000000,0.360000000
gtzan_pop_00053,PLPDP (30-300 BPM),29.110000000,0.340000000
gtzan_pop_00053,PLPDP (30-300 BPM),29.470000000,0.380000000
gtzan_pop_00053,PLPDP (30-300 BPM),29.835000000,0.350000000
gtzan_pop_00053,CASM,0.900000000,1.800000000
gtzan_pop_00053,CASM,2.160000000,0.720000000
gtzan_pop_00053,CASM,3.090000000,1.140000000
gtzan_pop_00053,CASM,4.650000000,1.980000000
gtzan_pop_00053,CASM,6.010000000,0.740000000
gtzan_pop_00053,CASM,6.740000000,0.720000000
gtzan_pop_00053,CASM,7.470000000,0.740000000
gtzan_pop_00053,CASM,8.170000000,0.660000000
gtzan_pop_00053,CASM,8.830000000,0.660000000
gtzan_pop_00053,CASM,9.470000000,0.620000000
gtzan_pop_00053,CASM,10.100000000,0.640000000
gtzan_pop_00053,CASM,10.600000000,0.360000000
gtzan_pop_00053,CASM,10.950000000,0.340000000
gtzan_pop_00053,CASM,11.300000000,0.360000000
gtzan_pop_00053,CASM,11.880000000,0.800000000
gtzan_pop_00053,CASM,12.600000000,0.640000000
gtzan_pop_00053,CASM,13.410000000,0.980000000
gtzan_pop_00053,CASM,14.060000000,0.320000000
gtzan_pop_00053,CASM,14.400000000,0.360000000
gtzan_pop_00053,CASM,14.950000000,0.740000000
gtzan_pop_00053,CASM,15.700000000,0.760000000
gtzan_pop_00053,CASM,16.540000000,0.920000000
gtzan_pop_00053,CASM,17.440000000,0.880000000
gtzan_pop_00053,CASM,18.250000000,0.740000000
gtzan_pop_00053,CASM,18.950000000,0.660000000
gtzan_pop_00053,CASM,19.630000000,0.700000000
gtzan_pop_00053,CASM,20.360000000,0.760000000
gtzan_pop_00053,CASM,21.070000000,0.660000000
gtzan_pop_00053,CASM,21.770000000,0.740000000
gtzan_pop_00053,CASM,22.520000000,0.760000000
gtzan_pop_00053,CASM,23.320000000,0.840000000
gtzan_pop_00053,CASM,24.120000000,0.760000000
gtzan_pop_00053,CASM,24.840000000,0.680000000
gtzan_pop_00053,CASM,25.490000000,0.620000000
gtzan_pop_00053,CASM,26.160000000,0.720000000
gtzan_pop_00053,CASM,26.850000000,0.660000000
gtzan_pop_00053,CASM,27.550000000,0.740000000
gtzan_pop_00053,CASM,28.240000000,0.640000000
gtzan_pop_00053,CASM,28.920000000,0.720000000
