case,source,event_type,time_seconds
gtzan_metal_00026,GroundTruth,beat,9.397000000
gtzan_metal_00026,GroundTruth,beat,9.623000000
gtzan_metal_00026,GroundTruth,beat,9.850000000
gtzan_metal_00026,GroundTruth,beat,10.079000000
gtzan_metal_00026,GroundTruth,beat,10.308000000
gtzan_metal_00026,GroundTruth,beat,10.532000000
gtzan_metal_00026,GroundTruth,beat,10.755000000
gtzan_metal_00026,GroundTruth,beat,10.985000000
gtzan_metal_00026,GroundTruth,beat,11.214000000
gtzan_metal_00026,GroundTruth,beat,11.443000000
gtzan_metal_00026,GroundTruth,beat,11.672000000
gtzan_metal_00026,GroundTruth,beat,11.902000000
gtzan_metal_00026,GroundTruth,beat,12.131000000
gtzan_metal_00026,GroundTruth,beat,12.357000000
gtzan_metal_00026,GroundTruth,beat,12.584000000
gtzan_metal_00026,GroundTruth,beat,12.813000000
gtzan_metal_00026,GroundTruth,beat,13.042000000
gtzan_metal_00026,GroundTruth,beat,13.269000000
gtzan_metal_00026,GroundTruth,beat,13.495000000
gtzan_metal_00026,GroundTruth,beat,13.722000000
gtzan_metal_00026,GroundTruth,beat,13.948000000
gtzan_metal_00026,GroundTruth,beat,14.177000000
gtzan_metal_00026,GroundTruth,beat,14.407000000
gtzan_metal_00026,GroundTruth,beat,14.633000000
gtzan_metal_00026,GroundTruth,beat,14.859000000
gtzan_metal_00026,GroundTruth,beat,15.089000000
gtzan_metal_00026,GroundTruth,beat,15.318000000
gtzan_metal_00026,GroundTruth,beat,15.547000000
gtzan_metal_00026,GroundTruth,beat,15.777000000
gtzan_metal_00026,GroundTruth,beat,16.006000000
gtzan_metal_00026,GroundTruth,beat,16.235000000
gtzan_metal_00026,GroundTruth,beat,16.464000000
gtzan_metal_00026,GroundTruth,beat,16.694000000
gtzan_metal_00026,GroundTruth,beat,16.920000000
gtzan_metal_00026,GroundTruth,beat,17.147000000
gtzan_metal_00026,GroundTruth,beat,17.376000000
gtzan_metal_00026,GroundTruth,beat,17.605000000
gtzan_metal_00026,GroundTruth,beat,17.834000000
gtzan_metal_00026,GroundTruth,beat,18.064000000
gtzan_metal_00026,GroundTruth,beat,18.293000000
gtzan_metal_00026,GroundTruth,beat,18.522000000
gtzan_metal_00026,GroundTruth,beat,18.752000000
gtzan_metal_00026,GroundTruth,beat,18.981000000
gtzan_metal_00026,GroundTruth,beat,19.207000000
gtzan_metal_00026,GroundTruth,beat,19.434000000
gtzan_metal_00026,GroundTruth,beat,19.660000000
gtzan_metal_00026,GroundTruth,beat,19.886000000
gtzan_metal_00026,GroundTruth,beat,20.116000000
gtzan_metal_00026,GroundTruth,beat,20.345000000
gtzan_metal_00026,GroundTruth,beat,20.571000000
gtzan_metal_00026,GroundTruth,beat,20.798000000
gtzan_metal_00026,GroundTruth,beat,21.043000000
gtzan_metal_00026,GroundTruth,beat,21.319000000
gtzan_metal_00026,GroundTruth,beat,21.595000000
gtzan_metal_00026,GroundTruth,beat,21.870000000
gtzan_metal_00026,GroundTruth,beat,22.146000000
gtzan_metal_00026,GroundTruth,beat,22.425000000
gtzan_metal_00026,GroundTruth,beat,22.703000000
gtzan_metal_00026,GroundTruth,beat,22.982000000
gtzan_metal_00026,GroundTruth,beat,23.261000000
gtzan_metal_00026,GroundTruth,beat,23.542000000
gtzan_metal_00026,GroundTruth,beat,23.824000000
gtzan_metal_00026,GroundTruth,beat,24.100000000
gtzan_metal_00026,GroundTruth,beat,24.375000000
gtzan_metal_00026,GroundTruth,beat,24.654000000
gtzan_metal_00026,GroundTruth,beat,24.933000000
gtzan_metal_00026,GroundTruth,beat,25.208000000
gtzan_metal_00026,GroundTruth,beat,25.484000000
gtzan_metal_00026,GroundTruth,beat,25.763000000
gtzan_metal_00026,GroundTruth,beat,26.041000000
gtzan_metal_00026,GroundTruth,beat,26.320000000
gtzan_metal_00026,GroundTruth,beat,26.599000000
gtzan_metal_00026,GroundTruth,beat,26.877000000
gtzan_metal_00026,GroundTruth,beat,27.156000000
gtzan_metal_00026,GroundTruth,beat,27.469000000
gtzan_metal_00026,GroundTruth,beat,27.783000000
gtzan_metal_00026,GroundTruth,beat,28.061000000
gtzan_metal_00026,GroundTruth,beat,28.340000000
gtzan_metal_00026,GroundTruth,beat,28.622000000
gtzan_metal_00026,GroundTruth,beat,28.903000000
gtzan_metal_00026,GroundTruth,beat,29.179000000
gtzan_metal_00026,GroundTruth,beat,29.455000000
gtzan_metal_00026,GroundTruth,beat,29.734000000
gtzan_metal_00026,GroundTruth,beat,29.951000000
gtzan_metal_00026,GroundTruth,downbeat,0.093000000
gtzan_metal_00026,GroundTruth,downbeat,0.991000000
gtzan_metal_00026,GroundTruth,downbeat,1.891000000
gtzan_metal_00026,GroundTruth,downbeat,2.788000000
gtzan_metal_00026,GroundTruth,downbeat,3.676000000
gtzan_metal_00026,GroundTruth,downbeat,4.587000000
gtzan_metal_00026,GroundTruth,downbeat,5.513000000
gtzan_metal_00026,GroundTruth,downbeat,6.433000000
gtzan_metal_00026,GroundTruth,downbeat,7.348000000
gtzan_metal_00026,GroundTruth,downbeat,8.259000000
gtzan_metal_00026,GroundTruth,downbeat,9.170000000
gtzan_metal_00026,GroundTruth,downbeat,10.079000000
gtzan_metal_00026,GroundTruth,downbeat,10.985000000
gtzan_metal_00026,GroundTruth,downbeat,11.902000000
gtzan_metal_00026,GroundTruth,downbeat,12.813000000
gtzan_metal_00026,GroundTruth,downbeat,13.722000000
gtzan_metal_00026,GroundTruth,downbeat,14.633000000
gtzan_metal_00026,GroundTruth,downbeat,15.547000000
gtzan_metal_00026,GroundTruth,downbeat,16.464000000
gtzan_metal_00026,GroundTruth,downbeat,17.376000000
gtzan_metal_00026,GroundTruth,downbeat,18.293000000
gtzan_metal_00026,GroundTruth,downbeat,19.207000000
gtzan_metal_00026,GroundTruth,downbeat,20.116000000
gtzan_metal_00026,GroundTruth,downbeat,21.043000000
gtzan_metal_00026,GroundTruth,downbeat,22.146000000
gtzan_metal_00026,GroundTruth,downbeat,23.261000000
gtzan_metal_00026,GroundTruth,downbeat,24.375000000
gtzan_metal_00026,GroundTruth,downbeat,25.484000000
gtzan_metal_00026,GroundTruth,downbeat,26.599000000
gtzan_metal_00026,GroundTruth,downbeat,27.783000000
gtzan_metal_00026,GroundTruth,downbeat,28.903000000
gtzan_metal_00026,GroundTruth,downbeat,29.951000000
gtzan_metal_00026,Direct,beat,0.060000000
gtzan_metal_00026,Direct,beat,0.320000000
gtzan_metal_00026,Direct,beat,0.540000000
gtzan_metal_00026,Direct,beat,0.780000000
gtzan_metal_00026,Direct,beat,1.000000000
gtzan_metal_00026,Direct,beat,1.240000000
gtzan_metal_00026,Direct,beat,1.460000000
gtzan_metal_00026,Direct,beat,1.700000000
gtzan_metal_00026,Direct,beat,1.920000000
gtzan_metal_00026,Direct,beat,2.140000000
gtzan_metal_00026,Direct,beat,2.360000000
gtzan_metal_00026,Direct,beat,2.600000000
gtzan_metal_00026,Direct,beat,2.800000000
gtzan_metal_00026,Direct,beat,3.040000000
gtzan_metal_00026,Direct,beat,3.260000000
gtzan_metal_00026,Direct,beat,3.480000000
gtzan_metal_00026,Direct,beat,3.720000000
gtzan_metal_00026,Direct,beat,3.940000000
gtzan_metal_00026,Direct,beat,4.160000000
gtzan_metal_00026,Direct,beat,4.380000000
gtzan_metal_00026,Direct,beat,4.600000000
gtzan_metal_00026,Direct,beat,4.820000000
gtzan_metal_00026,Direct,beat,5.040000000
gtzan_metal_00026,Direct,beat,5.280000000
gtzan_metal_00026,Direct,beat,5.520000000
gtzan_metal_00026,Direct,beat,5.740000000
gtzan_metal_00026,Direct,beat,5.960000000
gtzan_metal_00026,Direct,beat,6.200000000
gtzan_metal_00026,Direct,beat,6.420000000
gtzan_metal_00026,Direct,beat,6.660000000
gtzan_metal_00026,Direct,beat,6.880000000
gtzan_metal_00026,Direct,beat,7.120000000
gtzan_metal_00026,Direct,beat,7.340000000
gtzan_metal_00026,Direct,beat,7.580000000
gtzan_metal_00026,Direct,beat,7.800000000
gtzan_metal_00026,Direct,beat,8.040000000
gtzan_metal_00026,Direct,beat,8.260000000
gtzan_metal_00026,Direct,beat,8.480000000
gtzan_metal_00026,Direct,beat,8.720000000
gtzan_metal_00026,Direct,beat,8.940000000
gtzan_metal_00026,Direct,beat,9.180000000
gtzan_metal_00026,Direct,beat,9.400000000
gtzan_metal_00026,Direct,beat,9.620000000
gtzan_metal_00026,Direct,beat,9.860000000
gtzan_metal_00026,Direct,beat,10.080000000
gtzan_metal_00026,Direct,beat,10.320000000
gtzan_metal_00026,Direct,beat,10.540000000
gtzan_metal_00026,Direct,beat,10.780000000
gtzan_metal_00026,Direct,beat,11.000000000
gtzan_metal_00026,Direct,beat,11.220000000
gtzan_metal_00026,Direct,beat,11.440000000
gtzan_metal_00026,Direct,beat,11.680000000
gtzan_metal_00026,Direct,beat,11.900000000
gtzan_metal_00026,Direct,beat,12.140000000
gtzan_metal_00026,Direct,beat,12.360000000
gtzan_metal_00026,Direct,beat,12.580000000
gtzan_metal_00026,Direct,beat,12.800000000
gtzan_metal_00026,Direct,beat,13.040000000
gtzan_metal_00026,Direct,beat,13.260000000
gtzan_metal_00026,Direct,beat,13.500000000
gtzan_metal_00026,Direct,beat,13.720000000
gtzan_metal_00026,Direct,beat,13.960000000
gtzan_metal_00026,Direct,beat,14.180000000
gtzan_metal_00026,Direct,beat,14.420000000
gtzan_metal_00026,Direct,beat,14.640000000
gtzan_metal_00026,Direct,beat,14.880000000
gtzan_metal_00026,Direct,beat,15.100000000
gtzan_metal_00026,Direct,beat,15.340000000
gtzan_metal_00026,Direct,beat,15.560000000
gtzan_metal_00026,Direct,beat,15.780000000
gtzan_metal_00026,Direct,beat,16.020000000
gtzan_metal_00026,Direct,beat,16.240000000
gtzan_metal_00026,Direct,beat,16.460000000
gtzan_metal_00026,Direct,beat,16.700000000
gtzan_metal_00026,Direct,beat,16.920000000
gtzan_metal_00026,Direct,beat,17.160000000
gtzan_metal_00026,Direct,beat,17.380000000
gtzan_metal_00026,Direct,beat,17.620000000
gtzan_metal_00026,Direct,beat,17.840000000
gtzan_metal_00026,Direct,beat,18.060000000
gtzan_metal_00026,Direct,beat,18.300000000
gtzan_metal_00026,Direct,beat,18.520000000
gtzan_metal_00026,Direct,beat,18.760000000
gtzan_metal_00026,Direct,beat,18.980000000
gtzan_metal_00026,Direct,beat,19.200000000
gtzan_metal_00026,Direct,beat,19.440000000
gtzan_metal_00026,Direct,beat,19.660000000
gtzan_metal_00026,Direct,beat,19.880000000
gtzan_metal_00026,Direct,beat,20.120000000
gtzan_metal_00026,Direct,beat,20.360000000
gtzan_metal_00026,Direct,beat,20.600000000
gtzan_metal_00026,Direct,beat,20.840000000
gtzan_metal_00026,Direct,beat,21.080000000
gtzan_metal_00026,Direct,beat,21.340000000
gtzan_metal_00026,Direct,beat,21.600000000
gtzan_metal_00026,Direct,beat,21.720000000
gtzan_metal_00026,Direct,beat,21.860000000
gtzan_metal_00026,Direct,beat,22.140000000
gtzan_metal_00026,Direct,beat,22.420000000
gtzan_metal_00026,Direct,beat,22.680000000
gtzan_metal_00026,Direct,beat,22.940000000
gtzan_metal_00026,Direct,beat,23.100000000
gtzan_metal_00026,Direct,beat,23.240000000
gtzan_metal_00026,Direct,beat,23.500000000
gtzan_metal_00026,Direct,beat,23.800000000
gtzan_metal_00026,Direct,beat,24.080000000
gtzan_metal_00026,Direct,beat,24.360000000
gtzan_metal_00026,Direct,beat,24.640000000
gtzan_metal_00026,Direct,beat,24.920000000
gtzan_metal_00026,Direct,beat,25.180000000
gtzan_metal_00026,Direct,beat,25.460000000
gtzan_metal_00026,Direct,beat,25.740000000
gtzan_metal_00026,Direct,beat,26.040000000
gtzan_metal_00026,Direct,beat,26.320000000
gtzan_metal_00026,Direct,beat,26.600000000
gtzan_metal_00026,Direct,beat,26.880000000
gtzan_metal_00026,Direct,beat,27.160000000
gtzan_metal_00026,Direct,beat,27.420000000
gtzan_metal_00026,Direct,beat,27.720000000
gtzan_metal_00026,Direct,beat,28.020000000
gtzan_metal_00026,Direct,beat,28.160000000
gtzan_metal_00026,Direct,beat,28.320000000
gtzan_metal_00026,Direct,beat,28.600000000
gtzan_metal_00026,Direct,beat,28.900000000
gtzan_metal_00026,Direct,beat,29.160000000
gtzan_metal_00026,Direct,beat,29.440000000
gtzan_metal_00026,Direct,beat,29.720000000
gtzan_metal_00026,Direct,beat,29.960000000
gtzan_metal_00026,Direct,downbeat,0.060000000
gtzan_metal_00026,Direct,downbeat,1.000000000
gtzan_metal_00026,Direct,downbeat,1.460000000
gtzan_metal_00026,Direct,downbeat,1.920000000
gtzan_metal_00026,Direct,downbeat,2.800000000
gtzan_metal_00026,Direct,downbeat,3.720000000
gtzan_metal_00026,Direct,downbeat,4.600000000
gtzan_metal_00026,Direct,downbeat,5.520000000
gtzan_metal_00026,Direct,downbeat,6.420000000
gtzan_metal_00026,Direct,downbeat,7.340000000
gtzan_metal_00026,Direct,downbeat,8.260000000
gtzan_metal_00026,Direct,downbeat,9.180000000
gtzan_metal_00026,Direct,downbeat,10.080000000
gtzan_metal_00026,Direct,downbeat,11.000000000
gtzan_metal_00026,Direct,downbeat,11.900000000
gtzan_metal_00026,Direct,downbeat,12.800000000
gtzan_metal_00026,Direct,downbeat,13.720000000
gtzan_metal_00026,Direct,downbeat,14.640000000
gtzan_metal_00026,Direct,downbeat,15.560000000
gtzan_metal_00026,Direct,downbeat,16.460000000
gtzan_metal_00026,Direct,downbeat,17.380000000
gtzan_metal_00026,Direct,downbeat,18.300000000
gtzan_metal_00026,Direct,downbeat,19.200000000
gtzan_metal_00026,Direct,downbeat,20.120000000
gtzan_metal_00026,Direct,downbeat,21.080000000
gtzan_metal_00026,Direct,downbeat,22.140000000
gtzan_metal_00026,Direct,downbeat,23.240000000
gtzan_metal_00026,Direct,downbeat,24.360000000
gtzan_metal_00026,Direct,downbeat,25.460000000
gtzan_metal_00026,Direct,downbeat,26.600000000
gtzan_metal_00026,Direct,downbeat,27.720000000
gtzan_metal_00026,Direct,downbeat,28.900000000
gtzan_metal_00026,Direct,downbeat,29.960000000
gtzan_metal_00026,Fixed Semi-Markov,beat,0.060000000
gtzan_metal_00026,Fixed Semi-Markov,beat,0.320000000
gtzan_metal_00026,Fixed Semi-Markov,beat,0.540000000
gtzan_metal_00026,Fixed Semi-Markov,beat,0.780000000
gtzan_metal_00026,Fixed Semi-Markov,beat,1.000000000
gtzan_metal_00026,Fixed Semi-Markov,beat,1.240000000
gtzan_metal_00026,Fixed Semi-Markov,beat,1.460000000
gtzan_metal_00026,Fixed Semi-Markov,beat,1.700000000
gtzan_metal_00026,Fixed Semi-Markov,beat,1.920000000
gtzan_metal_00026,Fixed Semi-Markov,beat,2.140000000
gtzan_metal_00026,Fixed Semi-Markov,beat,2.360000000
gtzan_metal_00026,Fixed Semi-Markov,beat,2.600000000
gtzan_metal_00026,Fixed Semi-Markov,beat,2.800000000
gtzan_metal_00026,Fixed Semi-Markov,beat,3.040000000
gtzan_metal_00026,Fixed Semi-Markov,beat,3.260000000
gtzan_metal_00026,Fixed Semi-Markov,beat,3.480000000
gtzan_metal_00026,Fixed Semi-Markov,beat,3.720000000
gtzan_metal_00026,Fixed Semi-Markov,beat,3.940000000
gtzan_metal_00026,Fixed Semi-Markov,beat,4.160000000
gtzan_metal_00026,Fixed Semi-Markov,beat,4.380000000
gtzan_metal_00026,Fixed Semi-Markov,beat,4.600000000
gtzan_metal_00026,Fixed Semi-Markov,beat,4.820000000
gtzan_metal_00026,Fixed Semi-Markov,beat,5.040000000
gtzan_metal_00026,Fixed Semi-Markov,beat,5.280000000
gtzan_metal_00026,Fixed Semi-Markov,beat,5.520000000
gtzan_metal_00026,Fixed Semi-Markov,beat,5.740000000
gtzan_metal_00026,Fixed Semi-Markov,beat,5.960000000
gtzan_metal_00026,Fixed Semi-Markov,beat,6.200000000
gtzan_metal_00026,Fixed Semi-Markov,beat,6.420000000
gtzan_metal_00026,Fixed Semi-Markov,beat,6.660000000
gtzan_metal_00026,Fixed Semi-Markov,beat,6.880000000
gtzan_metal_00026,Fixed Semi-Markov,beat,7.120000000
gtzan_metal_00026,Fixed Semi-Markov,beat,7.340000000
gtzan_metal_00026,Fixed Semi-Markov,beat,7.580000000
gtzan_metal_00026,Fixed Semi-Markov,beat,7.800000000
gtzan_metal_00026,Fixed Semi-Markov,beat,8.040000000
gtzan_metal_00026,Fixed Semi-Markov,beat,8.260000000
gtzan_metal_00026,Fixed Semi-Markov,beat,8.480000000
gtzan_metal_00026,Fixed Semi-Markov,beat,8.720000000
gtzan_metal_00026,Fixed Semi-Markov,beat,8.940000000
gtzan_metal_00026,Fixed Semi-Markov,beat,9.180000000
gtzan_metal_00026,Fixed Semi-Markov,beat,9.400000000
gtzan_metal_00026,Fixed Semi-Markov,beat,9.620000000
gtzan_metal_00026,Fixed Semi-Markov,beat,9.860000000
gtzan_metal_00026,Fixed Semi-Markov,beat,10.080000000
gtzan_metal_00026,Fixed Semi-Markov,beat,10.320000000
gtzan_metal_00026,Fixed Semi-Markov,beat,10.540000000
gtzan_metal_00026,Fixed Semi-Markov,beat,10.780000000
gtzan_metal_00026,Fixed Semi-Markov,beat,11.000000000
gtzan_metal_00026,Fixed Semi-Markov,beat,11.220000000
gtzan_metal_00026,Fixed Semi-Markov,beat,11.440000000
gtzan_metal_00026,Fixed Semi-Markov,beat,11.680000000
gtzan_metal_00026,Fixed Semi-Markov,beat,11.900000000
gtzan_metal_00026,Fixed Semi-Markov,beat,12.140000000
gtzan_metal_00026,Fixed Semi-Markov,beat,12.360000000
gtzan_metal_00026,Fixed Semi-Markov,beat,12.580000000
gtzan_metal_00026,Fixed Semi-Markov,beat,12.800000000
gtzan_metal_00026,Fixed Semi-Markov,beat,13.040000000
gtzan_metal_00026,Fixed Semi-Markov,beat,13.260000000
gtzan_metal_00026,Fixed Semi-Markov,beat,13.500000000
gtzan_metal_00026,Fixed Semi-Markov,beat,13.720000000
gtzan_metal_00026,Fixed Semi-Markov,beat,13.960000000
gtzan_metal_00026,Fixed Semi-Markov,beat,14.180000000
gtzan_metal_00026,Fixed Semi-Markov,beat,14.420000000
gtzan_metal_00026,Fixed Semi-Markov,beat,14.640000000
gtzan_metal_00026,Fixed Semi-Markov,beat,14.880000000
gtzan_metal_00026,Fixed Semi-Markov,beat,15.100000000
gtzan_metal_00026,Fixed Semi-Markov,beat,15.340000000
gtzan_metal_00026,Fixed Semi-Markov,beat,15.560000000
gtzan_metal_00026,Fixed Semi-Markov,beat,15.780000000
gtzan_metal_00026,Fixed Semi-Markov,beat,16.020000000
gtzan_metal_00026,Fixed Semi-Markov,beat,16.240000000
gtzan_metal_00026,Fixed Semi-Markov,beat,16.460000000
gtzan_metal_00026,Fixed Semi-Markov,beat,16.700000000
gtzan_metal_00026,Fixed Semi-Markov,beat,16.920000000
gtzan_metal_00026,Fixed Semi-Markov,beat,17.160000000
gtzan_metal_00026,Fixed Semi-Markov,beat,17.380000000
gtzan_metal_00026,Fixed Semi-Markov,beat,17.620000000
gtzan_metal_00026,Fixed Semi-Markov,beat,17.840000000
gtzan_metal_00026,Fixed Semi-Markov,beat,18.060000000
gtzan_metal_00026,Fixed Semi-Markov,beat,18.300000000
gtzan_metal_00026,Fixed Semi-Markov,beat,18.520000000
gtzan_metal_00026,Fixed Semi-Markov,beat,18.760000000
gtzan_metal_00026,Fixed Semi-Markov,beat,18.980000000
gtzan_metal_00026,Fixed Semi-Markov,beat,19.200000000
gtzan_metal_00026,Fixed Semi-Markov,beat,19.440000000
gtzan_metal_00026,Fixed Semi-Markov,beat,19.660000000
gtzan_metal_00026,Fixed Semi-Markov,beat,19.880000000
gtzan_metal_00026,Fixed Semi-Markov,beat,20.120000000
gtzan_metal_00026,Fixed Semi-Markov,beat,20.360000000
gtzan_metal_00026,Fixed Semi-Markov,beat,20.600000000
gtzan_metal_00026,Fixed Semi-Markov,beat,20.840000000
gtzan_metal_00026,Fixed Semi-Markov,beat,21.080000000
gtzan_metal_00026,Fixed Semi-Markov,beat,21.340000000
gtzan_metal_00026,Fixed Semi-Markov,beat,21.600000000
gtzan_metal_00026,Fixed Semi-Markov,beat,21.860000000
gtzan_metal_00026,Fixed Semi-Markov,beat,22.140000000
gtzan_metal_00026,Fixed Semi-Markov,beat,22.420000000
gtzan_metal_00026,Fixed Semi-Markov,beat,22.680000000
gtzan_metal_00026,Fixed Semi-Markov,beat,22.940000000
gtzan_metal_00026,Fixed Semi-Markov,beat,23.240000000
gtzan_metal_00026,Fixed Semi-Markov,beat,23.500000000
gtzan_metal_00026,Fixed Semi-Markov,beat,23.800000000
gtzan_metal_00026,Fixed Semi-Markov,beat,24.080000000
gtzan_metal_00026,Fixed Semi-Markov,beat,24.360000000
gtzan_metal_00026,Fixed Semi-Markov,beat,24.640000000
gtzan_metal_00026,Fixed Semi-Markov,beat,24.920000000
gtzan_metal_00026,Fixed Semi-Markov,beat,25.180000000
gtzan_metal_00026,Fixed Semi-Markov,beat,25.460000000
gtzan_metal_00026,Fixed Semi-Markov,beat,25.740000000
gtzan_metal_00026,Fixed Semi-Markov,beat,26.040000000
gtzan_metal_00026,Fixed Semi-Markov,beat,26.320000000
gtzan_metal_00026,Fixed Semi-Markov,beat,26.600000000
gtzan_metal_00026,Fixed Semi-Markov,beat,26.880000000
gtzan_metal_00026,Fixed Semi-Markov,beat,27.160000000
gtzan_metal_00026,Fixed Semi-Markov,beat,27.420000000
gtzan_metal_00026,Fixed Semi-Markov,beat,27.720000000
gtzan_metal_00026,Fixed Semi-Markov,beat,28.020000000
gtzan_metal_00026,DBN,beat,0.080000000
gtzan_metal_00026,DBN,beat,0.560000000
gtzan_metal_00026,DBN,beat,1.000000000
gtzan_metal_00026,DBN,beat,1.460000000
gtzan_metal_00026,DBN,beat,1.920000000
gtzan_metal_00026,DBN,beat,2.380000000
gtzan_metal_00026,DBN,beat,2.800000000
gtzan_metal_00026,DBN,beat,3.240000000
gtzan_metal_00026,DBN,beat,3.700000000
gtzan_metal_00026,DBN,beat,4.140000000
gtzan_metal_00026,DBN,beat,4.600000000
gtzan_metal_00026,DBN,beat,5.040000000
gtzan_metal_00026,DBN,beat,5.520000000
gtzan_metal_00026,DBN,beat,5.980000000
gtzan_metal_00026,DBN,beat,6.420000000
gtzan_metal_00026,DBN,beat,6.900000000
gtzan_metal_00026,DBN,beat,7.340000000
gtzan_metal_00026,DBN,beat,7.780000000
gtzan_metal_00026,DBN,beat,8.240000000
gtzan_metal_00026,DBN,beat,8.700000000
gtzan_metal_00026,DBN,beat,9.180000000
gtzan_metal_00026,DBN,beat,9.620000000
gtzan_metal_00026,DBN,beat,10.080000000
gtzan_metal_00026,DBN,beat,10.560000000
gtzan_metal_00026,DBN,beat,11.000000000
gtzan_metal_00026,DBN,beat,11.440000000
gtzan_metal_00026,DBN,beat,11.900000000
gtzan_metal_00026,DBN,beat,12.360000000
gtzan_metal_00026,DBN,beat,12.800000000
gtzan_metal_00026,DBN,beat,13.280000000
gtzan_metal_00026,DBN,beat,13.720000000
gtzan_metal_00026,DBN,beat,14.160000000
gtzan_metal_00026,DBN,beat,14.640000000
gtzan_metal_00026,DBN,beat,15.080000000
gtzan_metal_00026,DBN,beat,15.560000000
gtzan_metal_00026,DBN,beat,16.020000000
gtzan_metal_00026,DBN,beat,16.460000000
gtzan_metal_00026,DBN,beat,16.940000000
gtzan_metal_00026,DBN,beat,17.380000000
gtzan_metal_00026,DBN,beat,17.860000000
gtzan_metal_00026,DBN,beat,18.300000000
gtzan_metal_00026,DBN,beat,18.740000000
gtzan_metal_00026,DBN,beat,19.200000000
gtzan_metal_00026,DBN,beat,19.680000000
gtzan_metal_00026,DBN,beat,20.120000000
gtzan_metal_00026,DBN,beat,20.580000000
gtzan_metal_00026,DBN,beat,21.040000000
gtzan_metal_00026,DBN,beat,21.340000000
gtzan_metal_00026,DBN,beat,21.620000000
gtzan_metal_00026,DBN,beat,21.880000000
gtzan_metal_00026,DBN,beat,22.140000000
gtzan_metal_00026,DBN,beat,22.400000000
gtzan_metal_00026,DBN,beat,22.680000000
gtzan_metal_00026,DBN,beat,22.960000000
gtzan_metal_00026,DBN,beat,23.240000000
gtzan_metal_00026,DBN,beat,23.520000000
gtzan_metal_00026,DBN,beat,23.800000000
gtzan_metal_00026,DBN,beat,24.080000000
gtzan_metal_00026,DBN,beat,24.360000000
gtzan_metal_00026,DBN,beat,24.640000000
gtzan_metal_00026,DBN,beat,24.920000000
gtzan_metal_00026,DBN,beat,25.200000000
gtzan_metal_00026,DBN,beat,25.480000000
gtzan_metal_00026,DBN,beat,25.760000000
gtzan_metal_00026,DBN,beat,26.040000000
gtzan_metal_00026,DBN,beat,26.320000000
gtzan_metal_00026,DBN,beat,26.600000000
gtzan_metal_00026,DBN,beat,26.880000000
gtzan_metal_00026,DBN,beat,27.160000000
gtzan_metal_00026,DBN,beat,27.440000000
gtzan_metal_00026,DBN,beat,27.720000000
gtzan_metal_00026,DBN,beat,28.020000000
gtzan_metal_00026,DBN,beat,28.320000000
gtzan_metal_00026,DBN,beat,28.600000000
gtzan_metal_00026,DBN,beat,28.880000000
gtzan_metal_00026,DBN,beat,29.160000000
gtzan_metal_00026,DBN,beat,29.440000000
gtzan_metal_00026,DBN,beat,29.720000000
gtzan_metal_00026,DBN,beat,30.000000000
gtzan_metal_00026,DBN,downbeat,1.000000000
gtzan_metal_00026,DBN,downbeat,2.800000000
