case,time_seconds,casm_local_tau_seconds,tempo_bpm,reliability_proxy,fixed_global_tau_seconds
gtzan_metal_00026,9.400000000,0.460000000,130.435000000,0.102180000,0.240000000
gtzan_metal_00026,9.620000000,0.460000000,130.435000000,0.106260000,0.240000000
gtzan_metal_00026,9.860000000,0.460000000,130.435000000,0.107610000,0.240000000
gtzan_metal_00026,10.080000000,0.460000000,130.435000000,0.107610000,0.240000000
gtzan_metal_00026,10.320000000,0.460000000,130.435000000,0.107610000,0.240000000
gtzan_metal_00026,10.540000000,0.460000000,130.435000000,0.102940000,0.240000000
gtzan_metal_00026,10.780000000,0.460000000,130.435000000,0.098390000,0.240000000
gtzan_metal_00026,11.000000000,0.460000000,130.435000000,0.098390000,0.240000000
gtzan_metal_00026,11.220000000,0.460000000,130.435000000,0.097760000,0.240000000
gtzan_metal_00026,11.440000000,0.460000000,130.435000000,0.097760000,0.240000000
gtzan_metal_00026,11.680000000,0.460000000,130.435000000,0.097760000,0.240000000
gtzan_metal_00026,11.900000000,0.460000000,130.435000000,0.089540000,0.240000000
gtzan_metal_00026,12.140000000,0.460000000,130.435000000,0.088330000,0.240000000
gtzan_metal_00026,12.360000000,0.460000000,130.435000000,0.086880000,0.240000000
gtzan_metal_00026,12.580000000,0.460000000,130.435000000,0.081670000,0.240000000
gtzan_metal_00026,12.800000000,0.460000000,130.435000000,0.078260000,0.240000000
gtzan_metal_00026,13.040000000,0.460000000,130.435000000,0.073770000,0.240000000
gtzan_metal_00026,13.260000000,0.460000000,130.435000000,0.070110000,0.240000000
gtzan_metal_00026,13.500000000,0.460000000,130.435000000,0.064930000,0.240000000
gtzan_metal_00026,13.720000000,0.460000000,130.435000000,0.064890000,0.240000000
gtzan_metal_00026,13.900000000,0.460000000,130.435000000,0.064250000,0.240000000
gtzan_metal_00026,13.960000000,0.460000000,130.435000000,0.062700000,0.240000000
gtzan_metal_00026,14.180000000,0.460000000,130.435000000,0.054780000,0.240000000
gtzan_metal_00026,14.420000000,0.460000000,130.435000000,0.045140000,0.240000000
gtzan_metal_00026,14.640000000,0.460000000,130.435000000,0.045140000,0.240000000
gtzan_metal_00026,14.880000000,0.460000000,130.435000000,0.045140000,0.240000000
gtzan_metal_00026,15.100000000,0.460000000,130.435000000,0.043770000,0.240000000
gtzan_metal_00026,15.340000000,0.460000000,130.435000000,0.043770000,0.240000000
gtzan_metal_00026,15.560000000,0.460000000,130.435000000,0.043550000,0.240000000
gtzan_metal_00026,15.780000000,0.460000000,130.435000000,0.041120000,0.240000000
gtzan_metal_00026,16.020000000,0.460000000,130.435000000,0.038970000,0.240000000
gtzan_metal_00026,16.240000000,0.460000000,130.435000000,0.035710000,0.240000000
gtzan_metal_00026,16.460000000,0.460000000,130.435000000,0.035130000,0.240000000
gtzan_metal_00026,16.700000000,0.460000000,130.435000000,0.029840000,0.240000000
gtzan_metal_00026,16.920000000,0.460000000,130.435000000,0.028850000,0.240000000
gtzan_metal_00026,17.160000000,0.460000000,130.435000000,0.015860000,0.240000000
gtzan_metal_00026,17.380000000,0.460000000,130.435000000,0.010540000,0.240000000
gtzan_metal_00026,17.620000000,0.460000000,130.435000000,0.010540000,0.240000000
gtzan_metal_00026,17.840000000,0.240000000,250.000000000,0.010540000,0.240000000
gtzan_metal_00026,18.060000000,0.240000000,250.000000000,0.021470000,0.240000000
gtzan_metal_00026,18.300000000,0.240000000,250.000000000,0.031860000,0.240000000
gtzan_metal_00026,18.520000000,0.240000000,250.000000000,0.038860000,0.240000000
gtzan_metal_00026,18.700000000,0.240000000,250.000000000,0.049350000,0.240000000
gtzan_metal_00026,18.760000000,0.240000000,250.000000000,0.053110000,0.240000000
gtzan_metal_00026,18.920000000,0.240000000,250.000000000,0.058600000,0.240000000
gtzan_metal_00026,18.980000000,0.240000000,250.000000000,0.059300000,0.240000000
gtzan_metal_00026,19.200000000,0.240000000,250.000000000,0.065170000,0.240000000
gtzan_metal_00026,19.380000000,0.240000000,250.000000000,0.072680000,0.240000000
gtzan_metal_00026,19.440000000,0.240000000,250.000000000,0.081190000,0.240000000
gtzan_metal_00026,19.660000000,0.240000000,250.000000000,0.094510000,0.240000000
gtzan_metal_00026,19.880000000,0.240000000,250.000000000,0.106020000,0.240000000
gtzan_metal_00026,20.120000000,0.240000000,250.000000000,0.128560000,0.240000000
gtzan_metal_00026,20.360000000,0.240000000,250.000000000,0.138620000,0.240000000
gtzan_metal_00026,20.600000000,0.240000000,250.000000000,0.155420000,0.240000000
gtzan_metal_00026,20.760000000,0.240000000,250.000000000,0.162600000,0.240000000
gtzan_metal_00026,20.840000000,0.240000000,250.000000000,0.166610000,0.240000000
gtzan_metal_00026,21.080000000,0.240000000,250.000000000,0.184930000,0.240000000
gtzan_metal_00026,21.180000000,0.240000000,250.000000000,0.192600000,0.240000000
gtzan_metal_00026,21.280000000,0.240000000,250.000000000,0.194530000,0.240000000
gtzan_metal_00026,21.340000000,0.240000000,250.000000000,0.197720000,0.240000000
gtzan_metal_00026,21.480000000,0.240000000,250.000000000,0.212420000,0.240000000
gtzan_metal_00026,21.600000000,0.240000000,250.000000000,0.214740000,0.240000000
gtzan_metal_00026,21.720000000,0.260000000,230.769000000,0.217650000,0.240000000
gtzan_metal_00026,21.860000000,0.260000000,230.769000000,0.229170000,0.240000000
gtzan_metal_00026,22.000000000,0.260000000,230.769000000,0.233400000,0.240000000
gtzan_metal_00026,22.140000000,0.260000000,230.769000000,0.233710000,0.240000000
gtzan_metal_00026,22.260000000,0.260000000,230.769000000,0.234190000,0.240000000
gtzan_metal_00026,22.420000000,0.260000000,230.769000000,0.239100000,0.240000000
gtzan_metal_00026,22.520000000,0.260000000,230.769000000,0.239100000,0.240000000
gtzan_metal_00026,22.680000000,0.260000000,230.769000000,0.239100000,0.240000000
gtzan_metal_00026,22.800000000,0.260000000,230.769000000,0.236990000,0.240000000
gtzan_metal_00026,22.940000000,0.260000000,230.769000000,0.226880000,0.240000000
gtzan_metal_00026,23.100000000,0.260000000,230.769000000,0.214940000,0.240000000
gtzan_metal_00026,23.240000000,0.260000000,230.769000000,0.211680000,0.240000000
gtzan_metal_00026,23.360000000,0.260000000,230.769000000,0.203820000,0.240000000
gtzan_metal_00026,23.500000000,0.260000000,230.769000000,0.192690000,0.240000000
gtzan_metal_00026,23.600000000,0.260000000,230.769000000,0.187790000,0.240000000
gtzan_metal_00026,23.660000000,0.260000000,230.769000000,0.185060000,0.240000000
gtzan_metal_00026,23.800000000,0.260000000,230.769000000,0.172050000,0.240000000
gtzan_metal_00026,23.920000000,0.260000000,230.769000000,0.162800000,0.240000000
gtzan_metal_00026,24.080000000,0.280000000,214.286000000,0.162410000,0.240000000
gtzan_metal_00026,24.220000000,0.280000000,214.286000000,0.160070000,0.240000000
gtzan_metal_00026,24.360000000,0.280000000,214.286000000,0.155340000,0.240000000
gtzan_metal_00026,24.500000000,0.280000000,214.286000000,0.143230000,0.240000000
gtzan_metal_00026,24.640000000,0.280000000,214.286000000,0.141210000,0.240000000
gtzan_metal_00026,24.760000000,0.280000000,214.286000000,0.136580000,0.240000000
gtzan_metal_00026,24.920000000,0.280000000,214.286000000,0.122260000,0.240000000
gtzan_metal_00026,25.180000000,0.280000000,214.286000000,0.107980000,0.240000000
gtzan_metal_00026,25.320000000,0.280000000,214.286000000,0.107190000,0.240000000
gtzan_metal_00026,25.460000000,0.280000000,214.286000000,0.103220000,0.240000000
gtzan_metal_00026,25.740000000,0.280000000,214.286000000,0.097220000,0.240000000
gtzan_metal_00026,25.860000000,0.280000000,214.286000000,0.095240000,0.240000000
gtzan_metal_00026,26.040000000,0.280000000,214.286000000,0.091890000,0.240000000
gtzan_metal_00026,26.320000000,0.280000000,214.286000000,0.090390000,0.240000000
gtzan_metal_00026,26.460000000,0.280000000,214.286000000,0.090390000,0.240000000
gtzan_metal_00026,26.600000000,0.280000000,214.286000000,0.090390000,0.240000000
gtzan_metal_00026,26.880000000,0.280000000,214.286000000,0.096380000,0.240000000
gtzan_metal_00026,27.000000000,0.280000000,214.286000000,0.097800000,0.240000000
gtzan_metal_00026,27.160000000,0.280000000,214.286000000,0.099500000,0.240000000
gtzan_metal_00026,27.260000000,0.280000000,214.286000000,0.098980000,0.240000000
gtzan_metal_00026,27.420000000,0.280000000,214.286000000,0.097800000,0.240000000
gtzan_metal_00026,27.580000000,0.280000000,214.286000000,0.098980000,0.240000000
gtzan_metal_00026,27.720000000,0.280000000,214.286000000,0.099470000,0.240000000
gtzan_metal_00026,27.860000000,0.280000000,214.286000000,0.098980000,0.240000000
gtzan_metal_00026,28.020000000,0.280000000,214.286000000,0.097860000,0.240000000
gtzan_metal_00026,28.160000000,0.280000000,214.286000000,0.098140000,0.240000000
gtzan_metal_00026,28.320000000,0.280000000,214.286000000,0.098140000,0.240000000
gtzan_metal_00026,28.440000000,0.280000000,214.286000000,0.098140000,0.240000000
gtzan_metal_00026,28.600000000,0.280000000,214.286000000,0.098950000,0.240000000
gtzan_metal_00026,28.740000000,0.280000000,214.286000000,0.099270000,0.240000000
gtzan_metal_00026,28.900000000,0.280000000,214.286000000,0.099460000,0.240000000
gtzan_metal_00026,29.020000000,0.280000000,214.286000000,0.099690000,0.240000000
gtzan_metal_00026,29.060000000,0.280000000,214.286000000,0.099690000,0.240000000
gtzan_metal_00026,29.160000000,0.280000000,214.286000000,0.099690000,0.240000000
gtzan_metal_00026,29.280000000,0.280000000,214.286000000,0.098740000,0.240000000
gtzan_metal_00026,29.400000000,0.280000000,214.286000000,0.098740000,0.240000000
gtzan_metal_00026,29.440000000,0.280000000,214.286000000,0.098120000,0.240000000
gtzan_metal_00026,29.580000000,0.280000000,214.286000000,0.098120000,0.240000000
gtzan_metal_00026,29.720000000,0.280000000,214.286000000,0.098780000,0.240000000
gtzan_metal_00026,29.840000000,0.280000000,214.286000000,0.098850000,0.240000000
gtzan_metal_00026,29.960000000,0.280000000,214.286000000,0.099040000,0.240000000
