case,source,midpoint_seconds,ibi_seconds
smc_117,Direct,32.900000000,0.920000000
smc_117,Direct,33.860000000,1.000000000
smc_117,Direct,34.810000000,0.900000000
smc_117,Direct,35.670000000,0.820000000
smc_117,Direct,36.310000000,0.460000000
smc_117,Direct,37.080000000,1.080000000
smc_117,Direct,38.080000000,0.920000000
smc_117,Direct,38.990000000,0.900000000
smc_117,Fixed Semi-Markov,2.400000000,0.840000000
smc_117,Fixed Semi-Markov,3.280000000,0.920000000
smc_117,Fixed Semi-Markov,4.230000000,0.980000000
smc_117,Fixed Semi-Markov,5.230000000,1.020000000
smc_117,Fixed Semi-Markov,6.220000000,0.960000000
smc_117,Fixed Semi-Markov,7.140000000,0.880000000
smc_117,Fixed Semi-Markov,8.090000000,1.020000000
smc_117,Fixed Semi-Markov,9.050000000,0.900000000
smc_117,Fixed Semi-Markov,9.960000000,0.920000000
smc_117,Fixed Semi-Markov,10.900000000,0.960000000
smc_117,Fixed Semi-Markov,11.810000000,0.860000000
smc_117,Fixed Semi-Markov,12.690000000,0.900000000
smc_117,Fixed Semi-Markov,13.610000000,0.940000000
smc_117,Fixed Semi-Markov,14.590000000,1.020000000
smc_117,Fixed Semi-Markov,15.550000000,0.900000000
smc_117,Fixed Semi-Markov,16.470000000,0.940000000
smc_117,Fixed Semi-Markov,17.420000000,0.960000000
smc_117,Fixed Semi-Markov,18.380000000,0.960000000
smc_117,Fixed Semi-Markov,19.390000000,1.060000000
smc_117,Fixed Semi-Markov,20.340000000,0.840000000
smc_117,Fixed Semi-Markov,21.180000000,0.840000000
smc_117,Fixed Semi-Markov,22.090000000,0.980000000
smc_117,Fixed Semi-Markov,23.080000000,1.000000000
smc_117,Fixed Semi-Markov,24.040000000,0.920000000
smc_117,Fixed Semi-Markov,24.950000000,0.900000000
smc_117,Fixed Semi-Markov,25.820000000,0.840000000
smc_117,Fixed Semi-Markov,26.670000000,0.860000000
smc_117,Fixed Semi-Markov,27.540000000,0.880000000
smc_117,Fixed Semi-Markov,28.390000000,0.820000000
smc_117,Fixed Semi-Markov,29.250000000,0.900000000
smc_117,Fixed Semi-Markov,30.110000000,0.820000000
smc_117,Fixed Semi-Markov,30.960000000,0.880000000
smc_117,Fixed Semi-Markov,31.920000000,1.040000000
smc_117,Fixed Semi-Markov,32.900000000,0.920000000
smc_117,Fixed Semi-Markov,33.860000000,1.000000000
smc_117,Fixed Semi-Markov,34.810000000,0.900000000
smc_117,Fixed Semi-Markov,35.730000000,0.940000000
smc_117,Fixed Semi-Markov,36.640000000,0.880000000
smc_117,Fixed Semi-Markov,37.580000000,1.000000000
smc_117,DBN (adjusted),0.770000000,0.620000000
smc_117,DBN (adjusted),1.390000000,0.620000000
smc_117,DBN (adjusted),2.060000000,0.720000000
smc_117,DBN (adjusted),2.780000000,0.720000000
smc_117,DBN (adjusted),3.520000000,0.760000000
smc_117,DBN (adjusted),4.250000000,0.700000000
smc_117,DBN (adjusted),4.840000000,0.480000000
smc_117,DBN (adjusted),5.360000000,0.560000000
smc_117,DBN (adjusted),5.930000000,0.580000000
smc_117,DBN (adjusted),6.460000000,0.480000000
smc_117,DBN (adjusted),6.980000000,0.560000000
smc_117,DBN (adjusted),7.520000000,0.520000000
smc_117,DBN (adjusted),8.060000000,0.560000000
smc_117,DBN (adjusted),8.640000000,0.600000000
smc_117,DBN (adjusted),9.220000000,0.560000000
smc_117,DBN (adjusted),9.770000000,0.540000000
smc_117,DBN (adjusted),10.320000000,0.560000000
smc_117,DBN (adjusted),10.850000000,0.500000000
smc_117,DBN (adjusted),11.360000000,0.520000000
smc_117,DBN (adjusted),11.870000000,0.500000000
smc_117,DBN (adjusted),12.350000000,0.460000000
smc_117,DBN (adjusted),12.850000000,0.540000000
smc_117,DBN (adjusted),13.340000000,0.440000000
smc_117,DBN (adjusted),13.820000000,0.520000000
smc_117,DBN (adjusted),14.350000000,0.540000000
smc_117,DBN (adjusted),14.860000000,0.480000000
smc_117,DBN (adjusted),15.350000000,0.500000000
smc_117,DBN (adjusted),15.800000000,0.400000000
smc_117,DBN (adjusted),16.230000000,0.460000000
smc_117,DBN (adjusted),16.700000000,0.480000000
smc_117,DBN (adjusted),17.190000000,0.500000000
smc_117,DBN (adjusted),17.820000000,0.760000000
smc_117,DBN (adjusted),18.610000000,0.820000000
smc_117,DBN (adjusted),19.470000000,0.900000000
smc_117,DBN (adjusted),20.340000000,0.840000000
smc_117,DBN (adjusted),21.180000000,0.840000000
smc_117,DBN (adjusted),22.000000000,0.800000000
smc_117,DBN (adjusted),22.890000000,0.980000000
smc_117,DBN (adjusted),23.920000000,1.080000000
smc_117,DBN (adjusted),24.930000000,0.940000000
smc_117,DBN (adjusted),25.860000000,0.920000000
smc_117,DBN (adjusted),26.860000000,1.080000000
smc_117,DBN (adjusted),27.840000000,0.880000000
smc_117,DBN (adjusted),28.760000000,0.960000000
smc_117,DBN (adjusted),29.690000000,0.900000000
smc_117,DBN (adjusted),30.540000000,0.800000000
smc_117,DBN (adjusted),31.510000000,1.140000000
smc_117,DBN (adjusted),32.720000000,1.280000000
smc_117,DBN (adjusted),33.890000000,1.060000000
smc_117,DBN (adjusted),35.020000000,1.200000000
smc_117,DBN (adjusted),36.080000000,0.920000000
smc_117,DBN (adjusted),37.080000000,1.080000000
smc_117,DBN (adjusted),38.090000000,0.940000000
smc_117,DBN (adjusted),39.010000000,0.900000000
smc_117,CASM,0.770000000,0.620000000
smc_117,CASM,1.390000000,0.620000000
smc_117,CASM,2.060000000,0.720000000
smc_117,CASM,2.780000000,0.720000000
smc_117,CASM,3.550000000,0.820000000
smc_117,CASM,4.340000000,0.760000000
smc_117,CASM,5.180000000,0.920000000
smc_117,CASM,5.980000000,0.680000000
smc_117,CASM,6.670000000,0.700000000
smc_117,CASM,7.380000000,0.720000000
smc_117,CASM,8.040000000,0.600000000
smc_117,CASM,8.640000000,0.600000000
smc_117,CASM,9.220000000,0.560000000
smc_117,CASM,9.770000000,0.540000000
smc_117,CASM,10.570000000,1.060000000
smc_117,CASM,11.480000000,0.760000000
smc_117,CASM,12.390000000,1.060000000
smc_117,CASM,13.500000000,1.160000000
smc_117,CASM,14.590000000,1.020000000
smc_117,CASM,15.550000000,0.900000000
smc_117,CASM,16.470000000,0.940000000
smc_117,CASM,17.420000000,0.960000000
smc_117,CASM,18.380000000,0.960000000
smc_117,CASM,19.390000000,1.060000000
smc_117,CASM,20.340000000,0.840000000
smc_117,CASM,21.180000000,0.840000000
smc_117,CASM,22.240000000,1.280000000
smc_117,CASM,23.370000000,0.980000000
smc_117,CASM,24.200000000,0.680000000
smc_117,CASM,24.970000000,0.860000000
smc_117,CASM,25.860000000,0.920000000
smc_117,CASM,26.860000000,1.080000000
smc_117,CASM,27.850000000,0.900000000
smc_117,CASM,28.770000000,0.940000000
smc_117,CASM,29.710000000,0.940000000
smc_117,CASM,30.560000000,0.760000000
smc_117,CASM,31.350000000,0.820000000
smc_117,CASM,32.100000000,0.680000000
smc_117,CASM,32.900000000,0.920000000
smc_117,CASM,33.860000000,1.000000000
smc_117,CASM,34.810000000,0.900000000
smc_117,CASM,35.900000000,1.280000000
smc_117,CASM,37.080000000,1.080000000
smc_117,CASM,38.080000000,0.920000000
smc_117,CASM,38.990000000,0.900000000
smc_117,DBN original,0.460000000,0.800000000
smc_117,DBN original,1.250000000,0.780000000
smc_117,DBN original,2.030000000,0.780000000
smc_117,DBN original,2.790000000,0.740000000
smc_117,DBN original,3.560000000,0.800000000
smc_117,DBN original,4.340000000,0.760000000
smc_117,DBN original,5.100000000,0.760000000
smc_117,DBN original,5.870000000,0.780000000
smc_117,DBN original,6.640000000,0.760000000
smc_117,DBN original,7.380000000,0.720000000
smc_117,DBN original,8.140000000,0.800000000
smc_117,DBN original,8.920000000,0.760000000
smc_117,DBN original,9.670000000,0.740000000
smc_117,DBN original,10.390000000,0.700000000
smc_117,DBN original,11.070000000,0.660000000
smc_117,DBN original,11.760000000,0.720000000
smc_117,DBN original,12.440000000,0.640000000
smc_117,DBN original,13.080000000,0.640000000
smc_117,DBN original,13.740000000,0.680000000
smc_117,DBN original,14.410000000,0.660000000
smc_117,DBN original,15.070000000,0.660000000
smc_117,DBN original,15.710000000,0.620000000
smc_117,DBN original,16.340000000,0.640000000
smc_117,DBN original,16.960000000,0.600000000
smc_117,DBN original,17.580000000,0.640000000
smc_117,DBN original,18.210000000,0.620000000
smc_117,DBN original,18.820000000,0.600000000
smc_117,DBN original,19.430000000,0.620000000
smc_117,DBN original,20.060000000,0.640000000
smc_117,DBN original,20.690000000,0.620000000
smc_117,DBN original,21.300000000,0.600000000
smc_117,DBN original,21.920000000,0.640000000
smc_117,DBN original,22.550000000,0.620000000
smc_117,DBN original,23.160000000,0.600000000
smc_117,DBN original,23.780000000,0.640000000
smc_117,DBN original,24.410000000,0.620000000
smc_117,DBN original,25.030000000,0.620000000
smc_117,DBN original,25.640000000,0.600000000
smc_117,DBN original,26.260000000,0.640000000
smc_117,DBN original,26.880000000,0.600000000
smc_117,DBN original,27.540000000,0.720000000
smc_117,DBN original,28.230000000,0.660000000
smc_117,DBN original,28.900000000,0.680000000
smc_117,DBN original,29.600000000,0.720000000
smc_117,DBN original,30.300000000,0.680000000
smc_117,DBN original,31.000000000,0.720000000
smc_117,DBN original,31.700000000,0.680000000
smc_117,DBN original,32.360000000,0.640000000
smc_117,DBN original,33.020000000,0.680000000
smc_117,DBN original,33.720000000,0.720000000
smc_117,DBN original,34.410000000,0.660000000
smc_117,DBN original,35.070000000,0.660000000
smc_117,DBN original,35.740000000,0.680000000
smc_117,DBN original,36.420000000,0.680000000
smc_117,DBN original,37.110000000,0.700000000
smc_117,DBN original,37.810000000,0.700000000
smc_117,DBN original,38.480000000,0.640000000
smc_117,DBN original,39.130000000,0.660000000
