case,source,midpoint_seconds,ibi_seconds
smc_221,DBN (adjusted),24.600000000,1.120000000
smc_221,DBN (adjusted),25.730000000,1.140000000
smc_221,DBN (adjusted),26.860000000,1.120000000
smc_221,DBN (adjusted),27.980000000,1.120000000
smc_221,DBN (adjusted),29.060000000,1.040000000
smc_221,DBN (adjusted),30.170000000,1.180000000
smc_221,DBN (adjusted),31.320000000,1.120000000
smc_221,DBN (adjusted),32.460000000,1.160000000
smc_221,DBN (adjusted),33.340000000,0.600000000
smc_221,DBN (adjusted),33.910000000,0.540000000
smc_221,DBN (adjusted),34.470000000,0.580000000
smc_221,DBN (adjusted),34.980000000,0.440000000
smc_221,DBN (adjusted),35.410000000,0.420000000
smc_221,DBN (adjusted),35.820000000,0.400000000
smc_221,DBN (adjusted),36.310000000,0.580000000
smc_221,DBN (adjusted),36.980000000,0.760000000
smc_221,DBN (adjusted),37.730000000,0.740000000
smc_221,DBN (adjusted),38.470000000,0.740000000
smc_221,DBN (adjusted),39.220000000,0.760000000
smc_221,CASM,4.570000000,0.740000000
smc_221,CASM,5.300000000,0.720000000
smc_221,CASM,6.260000000,1.200000000
smc_221,CASM,7.290000000,0.860000000
smc_221,CASM,8.330000000,1.220000000
smc_221,CASM,9.480000000,1.080000000
smc_221,CASM,10.640000000,1.240000000
smc_221,CASM,11.860000000,1.200000000
smc_221,CASM,13.260000000,1.600000000
smc_221,CASM,14.560000000,1.000000000
smc_221,CASM,15.630000000,1.140000000
smc_221,CASM,16.770000000,1.140000000
smc_221,CASM,17.850000000,1.020000000
smc_221,CASM,18.880000000,1.040000000
smc_221,CASM,19.960000000,1.120000000
smc_221,CASM,21.100000000,1.160000000
smc_221,CASM,22.310000000,1.260000000
smc_221,CASM,23.490000000,1.100000000
smc_221,CASM,24.600000000,1.120000000
smc_221,CASM,25.730000000,1.140000000
smc_221,CASM,26.860000000,1.120000000
smc_221,CASM,27.970000000,1.100000000
smc_221,CASM,29.050000000,1.060000000
smc_221,CASM,30.170000000,1.180000000
smc_221,CASM,31.320000000,1.120000000
smc_221,CASM,32.460000000,1.160000000
smc_221,CASM,33.610000000,1.140000000
smc_221,CASM,34.780000000,1.200000000
smc_221,CASM,36.000000000,1.240000000
smc_221,CASM,36.990000000,0.740000000
smc_221,DBN original,1.110000000,0.860000000
smc_221,DBN original,1.980000000,0.880000000
smc_221,DBN original,2.870000000,0.900000000
smc_221,DBN original,3.760000000,0.880000000
smc_221,DBN original,4.560000000,0.720000000
smc_221,DBN original,5.280000000,0.720000000
smc_221,DBN original,6.000000000,0.720000000
smc_221,DBN original,6.710000000,0.700000000
smc_221,DBN original,7.420000000,0.720000000
smc_221,DBN original,8.140000000,0.720000000
smc_221,DBN original,8.850000000,0.700000000
smc_221,DBN original,9.580000000,0.760000000
smc_221,DBN original,10.290000000,0.660000000
smc_221,DBN original,10.950000000,0.660000000
smc_221,DBN original,11.620000000,0.680000000
smc_221,DBN original,12.300000000,0.680000000
smc_221,DBN original,13.010000000,0.740000000
smc_221,DBN original,13.730000000,0.700000000
smc_221,DBN original,14.420000000,0.680000000
smc_221,DBN original,15.090000000,0.660000000
smc_221,DBN original,15.770000000,0.700000000
smc_221,DBN original,16.430000000,0.620000000
smc_221,DBN original,17.060000000,0.640000000
smc_221,DBN original,17.710000000,0.660000000
smc_221,DBN original,18.350000000,0.620000000
smc_221,DBN original,18.990000000,0.660000000
smc_221,DBN original,19.620000000,0.600000000
smc_221,DBN original,20.220000000,0.600000000
smc_221,DBN original,20.810000000,0.580000000
smc_221,DBN original,21.400000000,0.600000000
smc_221,DBN original,22.000000000,0.600000000
smc_221,DBN original,22.610000000,0.620000000
smc_221,DBN original,23.200000000,0.560000000
smc_221,DBN original,23.760000000,0.560000000
smc_221,DBN original,24.330000000,0.580000000
smc_221,DBN original,24.890000000,0.540000000
smc_221,DBN original,25.450000000,0.580000000
smc_221,DBN original,26.020000000,0.560000000
smc_221,DBN original,26.580000000,0.560000000
smc_221,DBN original,27.140000000,0.560000000
smc_221,DBN original,27.700000000,0.560000000
smc_221,DBN original,28.260000000,0.560000000
smc_221,DBN original,28.810000000,0.540000000
smc_221,DBN original,29.360000000,0.560000000
smc_221,DBN original,29.920000000,0.560000000
smc_221,DBN original,30.480000000,0.560000000
smc_221,DBN original,31.040000000,0.560000000
smc_221,DBN original,31.600000000,0.560000000
smc_221,DBN original,32.170000000,0.580000000
smc_221,DBN original,32.750000000,0.580000000
smc_221,DBN original,33.330000000,0.580000000
smc_221,DBN original,33.900000000,0.560000000
smc_221,DBN original,34.470000000,0.580000000
smc_221,DBN original,35.060000000,0.600000000
smc_221,DBN original,35.690000000,0.660000000
smc_221,DBN original,36.350000000,0.660000000
smc_221,DBN original,37.020000000,0.680000000
smc_221,DBN original,37.700000000,0.680000000
smc_221,DBN original,38.350000000,0.620000000
smc_221,DBN original,39.000000000,0.680000000
