case,time_seconds,casm_local_tau_seconds,tempo_bpm,reliability_proxy,fixed_global_tau_seconds
smc_117,10.480000000,0.580000000,103.448000000,0.032520000,0.900000000
smc_117,10.600000000,0.580000000,103.448000000,0.032490000,0.900000000
smc_117,10.740000000,0.600000000,100.000000000,0.023450000,0.900000000
smc_117,10.960000000,0.600000000,100.000000000,0.023450000,0.900000000
smc_117,11.100000000,0.600000000,100.000000000,0.023450000,0.900000000
smc_117,11.260000000,0.600000000,100.000000000,0.023450000,0.900000000
smc_117,11.380000000,0.600000000,100.000000000,0.023520000,0.900000000
smc_117,11.500000000,0.600000000,100.000000000,0.024060000,0.900000000
smc_117,11.580000000,0.600000000,100.000000000,0.023520000,0.900000000
smc_117,11.640000000,0.600000000,100.000000000,0.022370000,0.900000000
smc_117,11.780000000,0.600000000,100.000000000,0.023520000,0.900000000
smc_117,11.860000000,0.600000000,100.000000000,0.027070000,0.900000000
smc_117,12.120000000,0.600000000,100.000000000,0.016640000,0.900000000
smc_117,12.240000000,0.600000000,100.000000000,0.027070000,0.900000000
smc_117,12.380000000,0.560000000,107.143000000,0.028610000,0.900000000
smc_117,12.460000000,0.560000000,107.143000000,0.029610000,0.900000000
smc_117,12.540000000,0.560000000,107.143000000,0.028610000,0.900000000
smc_117,12.580000000,0.580000000,103.448000000,0.028610000,0.900000000
smc_117,12.640000000,0.580000000,103.448000000,0.021800000,0.900000000
smc_117,12.720000000,0.600000000,100.000000000,0.011150000,0.900000000
smc_117,12.760000000,0.600000000,100.000000000,0.011150000,0.900000000
smc_117,12.920000000,0.920000000,65.217000000,0.011150000,0.900000000
smc_117,12.980000000,0.920000000,65.217000000,0.067330000,0.900000000
smc_117,13.040000000,0.920000000,65.217000000,0.083850000,0.900000000
smc_117,13.140000000,0.920000000,65.217000000,0.092270000,0.900000000
smc_117,13.200000000,0.920000000,65.217000000,0.092300000,0.900000000
smc_117,13.340000000,0.920000000,65.217000000,0.095490000,0.900000000
smc_117,13.400000000,0.920000000,65.217000000,0.095490000,0.900000000
smc_117,13.500000000,0.920000000,65.217000000,0.096400000,0.900000000
smc_117,13.540000000,0.920000000,65.217000000,0.096400000,0.900000000
smc_117,13.660000000,0.920000000,65.217000000,0.096400000,0.900000000
smc_117,13.880000000,0.920000000,65.217000000,0.121090000,0.900000000
smc_117,13.940000000,0.920000000,65.217000000,0.121090000,0.900000000
smc_117,14.080000000,0.920000000,65.217000000,0.121090000,0.900000000
smc_117,14.200000000,0.920000000,65.217000000,0.120550000,0.900000000
smc_117,14.240000000,0.920000000,65.217000000,0.120070000,0.900000000
smc_117,14.440000000,0.920000000,65.217000000,0.119750000,0.900000000
smc_117,14.620000000,0.920000000,65.217000000,0.119270000,0.900000000
smc_117,14.740000000,0.920000000,65.217000000,0.118060000,0.900000000
smc_117,14.880000000,0.920000000,65.217000000,0.111980000,0.900000000
smc_117,14.980000000,0.920000000,65.217000000,0.111980000,0.900000000
smc_117,15.100000000,0.920000000,65.217000000,0.111980000,0.900000000
smc_117,15.420000000,0.920000000,65.217000000,0.111980000,0.900000000
smc_117,15.600000000,0.920000000,65.217000000,0.113180000,0.900000000
smc_117,15.880000000,0.920000000,65.217000000,0.114300000,0.900000000
smc_117,16.000000000,0.920000000,65.217000000,0.128120000,0.900000000
smc_117,16.460000000,0.920000000,65.217000000,0.157390000,0.900000000
smc_117,16.620000000,0.920000000,65.217000000,0.157390000,0.900000000
smc_117,16.680000000,0.920000000,65.217000000,0.157390000,0.900000000
smc_117,16.940000000,0.900000000,66.667000000,0.142410000,0.900000000
smc_117,17.180000000,0.900000000,66.667000000,0.142410000,0.900000000
smc_117,17.260000000,0.900000000,66.667000000,0.142410000,0.900000000
smc_117,17.440000000,0.900000000,66.667000000,0.142410000,0.900000000
smc_117,17.600000000,0.900000000,66.667000000,0.142410000,0.900000000
smc_117,17.860000000,0.900000000,66.667000000,0.137300000,0.900000000
smc_117,17.900000000,0.900000000,66.667000000,0.137300000,0.900000000
smc_117,18.220000000,0.900000000,66.667000000,0.131550000,0.900000000
smc_117,18.340000000,0.900000000,66.667000000,0.130340000,0.900000000
smc_117,18.540000000,0.900000000,66.667000000,0.126960000,0.900000000
smc_117,18.640000000,0.900000000,66.667000000,0.120610000,0.900000000
smc_117,18.860000000,0.900000000,66.667000000,0.120610000,0.900000000
smc_117,19.020000000,0.900000000,66.667000000,0.117880000,0.900000000
smc_117,19.340000000,0.900000000,66.667000000,0.102830000,0.900000000
smc_117,19.920000000,0.900000000,66.667000000,0.096700000,0.900000000
smc_117,20.380000000,0.880000000,68.182000000,0.063940000,0.900000000
smc_117,20.660000000,0.880000000,68.182000000,0.063940000,0.900000000
smc_117,20.760000000,0.880000000,68.182000000,0.063940000,0.900000000
smc_117,21.080000000,0.860000000,69.767000000,0.105080000,0.900000000
smc_117,21.140000000,0.860000000,69.767000000,0.105130000,0.900000000
smc_117,21.460000000,0.860000000,69.767000000,0.106090000,0.900000000
smc_117,21.600000000,0.860000000,69.767000000,0.109950000,0.900000000
smc_117,21.780000000,0.860000000,69.767000000,0.110890000,0.900000000
smc_117,22.160000000,0.840000000,71.429000000,0.121050000,0.900000000
smc_117,22.340000000,0.840000000,71.429000000,0.121050000,0.900000000
smc_117,22.400000000,0.840000000,71.429000000,0.125230000,0.900000000
smc_117,22.580000000,0.840000000,71.429000000,0.125230000,0.900000000
smc_117,22.700000000,0.840000000,71.429000000,0.125230000,0.900000000
smc_117,22.880000000,0.840000000,71.429000000,0.127560000,0.900000000
smc_117,22.980000000,0.840000000,71.429000000,0.132230000,0.900000000
smc_117,23.080000000,0.840000000,71.429000000,0.132230000,0.900000000
smc_117,23.300000000,0.840000000,71.429000000,0.132230000,0.900000000
smc_117,23.380000000,0.840000000,71.429000000,0.132230000,0.900000000
smc_117,23.580000000,0.840000000,71.429000000,0.133540000,0.900000000
smc_117,23.640000000,0.840000000,71.429000000,0.133990000,0.900000000
smc_117,23.720000000,0.840000000,71.429000000,0.133990000,0.900000000
smc_117,23.860000000,0.840000000,71.429000000,0.133990000,0.900000000
smc_117,23.980000000,0.840000000,71.429000000,0.133980000,0.900000000
smc_117,24.120000000,0.840000000,71.429000000,0.133980000,0.900000000
smc_117,24.160000000,0.840000000,71.429000000,0.132180000,0.900000000
smc_117,24.280000000,0.840000000,71.429000000,0.131770000,0.900000000
smc_117,24.420000000,0.840000000,71.429000000,0.128680000,0.900000000
smc_117,24.500000000,0.840000000,71.429000000,0.128030000,0.900000000
smc_117,24.540000000,0.840000000,71.429000000,0.127930000,0.900000000
smc_117,24.740000000,0.840000000,71.429000000,0.126550000,0.900000000
smc_117,24.780000000,0.840000000,71.429000000,0.068980000,0.900000000
smc_117,24.960000000,0.840000000,71.429000000,0.067200000,0.900000000
smc_117,25.400000000,0.840000000,71.429000000,0.018300000,0.900000000
smc_117,25.460000000,0.840000000,71.429000000,0.018300000,0.900000000
smc_117,25.500000000,0.840000000,71.429000000,0.018300000,0.900000000
smc_117,25.840000000,0.940000000,63.830000000,0.033120000,0.900000000
smc_117,25.940000000,0.940000000,63.830000000,0.033120000,0.900000000
smc_117,26.000000000,0.940000000,63.830000000,0.033120000,0.900000000
smc_117,26.060000000,0.940000000,63.830000000,0.033120000,0.900000000
smc_117,26.140000000,0.940000000,63.830000000,0.033120000,0.900000000
smc_117,26.240000000,0.940000000,63.830000000,0.064030000,0.900000000
smc_117,26.320000000,0.940000000,63.830000000,0.066560000,0.900000000
smc_117,26.440000000,0.940000000,63.830000000,0.066710000,0.900000000
smc_117,26.540000000,0.940000000,63.830000000,0.066710000,0.900000000
smc_117,26.580000000,0.940000000,63.830000000,0.066710000,0.900000000
smc_117,26.780000000,0.940000000,63.830000000,0.065660000,0.900000000
smc_117,26.860000000,0.940000000,63.830000000,0.062540000,0.900000000
smc_117,26.900000000,0.940000000,63.830000000,0.061620000,0.900000000
smc_117,27.100000000,0.940000000,63.830000000,0.060950000,0.900000000
smc_117,27.140000000,0.940000000,63.830000000,0.058390000,0.900000000
smc_117,27.400000000,0.920000000,65.217000000,0.056240000,0.900000000
smc_117,27.720000000,0.920000000,65.217000000,0.055820000,0.900000000
smc_117,27.900000000,0.920000000,65.217000000,0.023200000,0.900000000
smc_117,27.980000000,0.900000000,66.667000000,0.022330000,0.900000000
smc_117,28.160000000,0.900000000,66.667000000,0.022240000,0.900000000
smc_117,28.300000000,0.900000000,66.667000000,0.022240000,0.900000000
smc_117,28.440000000,0.900000000,66.667000000,0.021390000,0.900000000
smc_117,28.560000000,0.900000000,66.667000000,0.013930000,0.900000000
smc_117,28.800000000,0.900000000,66.667000000,0.013930000,0.900000000
smc_117,29.240000000,0.920000000,65.217000000,0.013930000,0.900000000
smc_117,29.700000000,0.920000000,65.217000000,0.044530000,0.900000000
smc_117,29.960000000,0.920000000,65.217000000,0.045620000,0.900000000
smc_117,30.180000000,0.920000000,65.217000000,0.046360000,0.900000000
smc_117,30.400000000,0.940000000,63.830000000,0.055380000,0.900000000
smc_117,30.480000000,0.940000000,63.830000000,0.057210000,0.900000000
smc_117,30.520000000,0.940000000,63.830000000,0.058500000,0.900000000
smc_117,30.940000000,0.940000000,63.830000000,0.058580000,0.900000000
smc_117,31.040000000,0.940000000,63.830000000,0.058580000,0.900000000
smc_117,31.260000000,0.940000000,63.830000000,0.065200000,0.900000000
smc_117,31.360000000,0.940000000,63.830000000,0.069790000,0.900000000
smc_117,31.400000000,0.940000000,63.830000000,0.070030000,0.900000000
smc_117,31.560000000,0.940000000,63.830000000,0.070030000,0.900000000
smc_117,31.760000000,0.940000000,63.830000000,0.073160000,0.900000000
smc_117,31.880000000,0.940000000,63.830000000,0.075160000,0.900000000
smc_117,32.060000000,0.940000000,63.830000000,0.075610000,0.900000000
smc_117,32.160000000,0.940000000,63.830000000,0.079620000,0.900000000
smc_117,32.440000000,0.940000000,63.830000000,0.080820000,0.900000000
smc_117,32.500000000,0.940000000,63.830000000,0.080820000,0.900000000
smc_117,32.960000000,0.940000000,63.830000000,0.080820000,0.900000000
smc_117,33.360000000,0.920000000,65.217000000,0.010110000,0.900000000
smc_117,33.540000000,0.920000000,65.217000000,0.009010000,0.900000000
smc_117,33.920000000,0.920000000,65.217000000,0.009010000,0.900000000
smc_117,34.000000000,0.920000000,65.217000000,0.009010000,0.900000000
smc_117,34.220000000,0.840000000,71.429000000,0.057770000,0.900000000
smc_117,34.360000000,0.840000000,71.429000000,0.057770000,0.900000000
smc_117,34.420000000,0.840000000,71.429000000,0.057770000,0.900000000
smc_117,34.640000000,0.920000000,65.217000000,0.015290000,0.900000000
smc_117,34.740000000,0.920000000,65.217000000,0.015290000,0.900000000
smc_117,34.920000000,0.920000000,65.217000000,0.015290000,0.900000000
smc_117,35.040000000,0.920000000,65.217000000,0.043040000,0.900000000
smc_117,35.140000000,0.920000000,65.217000000,0.043040000,0.900000000
smc_117,35.260000000,0.920000000,65.217000000,0.043040000,0.900000000
smc_117,35.620000000,0.920000000,65.217000000,0.050980000,0.900000000
smc_117,35.740000000,0.920000000,65.217000000,0.050980000,0.900000000
smc_117,35.880000000,0.920000000,65.217000000,0.057420000,0.900000000
smc_117,36.080000000,0.920000000,65.217000000,0.065220000,0.900000000
smc_117,36.200000000,0.920000000,65.217000000,0.065740000,0.900000000
smc_117,36.360000000,0.920000000,65.217000000,0.066300000,0.900000000
smc_117,36.540000000,0.920000000,65.217000000,0.067430000,0.900000000
smc_117,36.840000000,0.920000000,65.217000000,0.078620000,0.900000000
smc_117,36.880000000,0.920000000,65.217000000,0.079320000,0.900000000
smc_117,36.980000000,0.920000000,65.217000000,0.079320000,0.900000000
smc_117,37.080000000,0.920000000,65.217000000,0.078620000,0.900000000
smc_117,37.460000000,0.920000000,65.217000000,0.044600000,0.900000000
smc_117,37.620000000,0.920000000,65.217000000,0.044590000,0.900000000
smc_117,37.720000000,0.920000000,65.217000000,0.044590000,0.900000000
smc_117,37.800000000,0.920000000,65.217000000,0.044590000,0.900000000
smc_117,38.080000000,0.920000000,65.217000000,0.044590000,0.900000000
smc_117,38.200000000,0.920000000,65.217000000,0.054840000,0.900000000
smc_117,38.540000000,0.900000000,66.667000000,0.056610000,0.900000000
smc_117,38.800000000,0.900000000,66.667000000,0.056920000,0.900000000
smc_117,38.860000000,0.900000000,66.667000000,0.057090000,0.900000000
smc_117,39.000000000,0.900000000,66.667000000,0.057090000,0.900000000
smc_117,39.060000000,0.900000000,66.667000000,0.056920000,0.900000000
smc_117,39.440000000,0.900000000,66.667000000,0.046870000,0.900000000
smc_117,39.680000000,0.900000000,66.667000000,0.046630000,0.900000000
smc_117,39.760000000,0.900000000,66.667000000,0.046630000,0.900000000
smc_117,39.800000000,0.900000000,66.667000000,0.046870000,0.900000000
smc_117,40.000000000,0.900000000,66.667000000,0.054560000,0.900000000
